T_K,P_GPa,x_B,k,S_cc,a,b,S_cc0
1500,0,0.1000,0.2700,1.419891e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.4200,3.611496e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.4900,7.752652e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.5000,6.955668e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.5400,5.290376e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.5600,5.940906e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.6500,6.683662e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.6900,5.987077e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.7000,8.440821e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.7300,5.485094e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.8100,4.893092e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.8400,6.847990e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.8800,6.209484e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.9200,8.220779e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.9500,7.006317e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.9700,5.857574e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,0.9800,5.196301e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.0000,5.810226e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.0100,7.414006e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.0200,5.866543e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.0400,6.231091e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.0700,5.982616e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.0800,6.455549e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.1000,7.512140e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.1200,6.922325e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.1600,7.121861e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.1700,6.213202e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.1900,7.321986e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.2000,6.732198e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.2600,7.933912e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.2700,7.388756e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.2800,8.986609e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.2900,7.097545e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.3000,9.047190e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.3200,7.108135e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.3400,6.803657e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.3500,7.541136e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.3700,7.704109e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.3800,8.343755e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.4000,6.706866e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.4600,8.358207e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.4800,5.973833e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5000,7.628955e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5200,8.459029e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5300,8.615274e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5400,9.289841e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5600,9.508774e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5700,9.522602e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.5800,1.099404e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.6000,8.097954e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.6200,8.550555e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.6300,8.914333e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.6600,7.337411e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.6800,8.803700e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.6900,8.799275e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7000,7.597263e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7200,9.315422e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7300,8.389953e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7400,9.392223e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7500,9.718804e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7700,9.454275e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.7800,7.764435e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.8000,8.648106e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.8300,9.822444e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.8700,7.838104e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.8800,9.402508e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.9300,1.087033e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.9400,9.596838e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.9500,1.088741e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.9600,9.888771e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.9700,8.799601e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,1.9900,8.020138e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0000,9.431932e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0100,1.156768e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0200,9.992026e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0300,9.534551e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0400,9.876489e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0600,1.122616e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.0900,9.256297e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.1100,1.012350e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.1300,9.318531e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.1400,1.146092e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.1600,9.217695e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.1700,1.053722e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2100,9.740432e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2200,9.719871e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2300,9.827558e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2400,1.095422e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2500,1.051342e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2600,1.134647e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.2900,1.101630e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.3000,1.174251e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.3400,9.688947e-02,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.3500,1.102996e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.3800,1.061360e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.4000,1.034071e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.4800,1.049555e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.4900,1.051408e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.5800,1.123963e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.5900,1.182938e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.6000,1.069982e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.6500,1.086452e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.7100,1.072892e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.1000,2.8100,1.049713e-01,1.032855e-01,1.323508e+00,1.032855e-01
1500,0,0.2000,0.5000,5.147427e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,0.5100,5.961992e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,0.5300,3.584182e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,0.7200,5.860495e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,0.7300,4.612221e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,0.7400,9.109034e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,0.8900,7.494503e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.0100,5.005068e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.0200,1.178297e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.0600,9.673234e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.1300,1.046825e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.1400,1.109297e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.1500,8.517872e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.1700,9.194753e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.2500,8.928178e-02,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.2600,1.116650e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.2800,1.184544e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.4400,1.579834e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.4600,1.416853e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.4700,1.053941e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.5100,1.730885e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.5300,1.303106e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.5400,1.590294e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.5500,1.231069e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.5800,1.311493e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.6000,1.469902e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.6200,1.679587e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.6600,1.598763e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.6800,1.397343e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.7000,1.333083e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.7400,2.027746e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.7800,1.530627e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.8300,2.087603e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.8400,1.938307e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.8600,1.928978e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.8800,2.349772e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.8900,2.008802e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.9000,1.662456e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.9100,1.701346e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.9300,2.039109e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,1.9500,1.752918e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.0200,1.963346e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.0500,2.409770e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.0800,1.691032e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.0900,2.135818e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1100,1.906393e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1200,1.836381e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1400,2.137977e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1500,1.743805e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1600,2.358571e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1700,1.938522e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.1900,2.326616e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.2100,1.926780e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.2200,1.927636e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.2300,2.043571e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.2500,2.086659e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.2600,2.297695e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.2800,1.859102e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.3000,2.283780e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.3200,2.289524e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.3300,2.152234e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.3400,2.134926e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.3500,1.941480e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.3600,2.036120e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.4000,2.261327e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.4200,2.139572e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.4300,2.316344e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.5000,2.278134e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.5200,2.528048e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.5400,2.720207e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.5500,2.618682e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.5600,2.563987e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.5900,2.046467e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6000,2.222831e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6100,1.961914e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6200,2.208888e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6400,2.290566e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6500,2.179082e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6600,2.242646e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.6800,2.343743e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.7500,2.141366e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.7600,2.075110e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.7800,2.281865e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.7900,2.330267e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.8000,2.216108e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.8700,2.099203e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.9200,2.065294e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.9400,1.790612e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.9600,2.099506e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.9800,1.865382e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,2.9900,1.621338e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.0000,1.612765e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.0200,1.677123e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.0600,1.310321e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.0900,1.379295e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.1100,1.205283e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.2800,1.084073e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.3000,1.069794e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.3100,1.044270e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.2000,3.5700,1.100478e-01,5.984122e-02,5.547528e-15,5.984122e-02
1500,0,0.3000,0.3300,4.847638e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.4000,3.540974e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.4900,4.485954e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.5200,4.824256e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.5900,4.274181e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.6300,5.533199e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.6700,7.657582e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.7100,5.581286e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.7800,7.150647e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.8100,5.157152e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.8300,9.372073e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.8700,5.174529e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.9200,8.211027e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.9400,6.388188e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,0.9700,5.356409e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.0000,7.641095e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.0300,9.001462e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.0500,7.573815e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.0800,9.278532e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.1100,8.234912e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.1500,1.089028e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.1800,9.647637e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.2100,9.101319e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.2500,1.189679e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.2600,1.440695e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.2900,1.386200e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3000,1.197459e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3100,9.755155e-02,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3400,1.363273e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3500,1.413959e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3700,1.345019e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3800,1.085183e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.3900,1.351686e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.4000,1.440814e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.4200,1.270970e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.4300,1.830515e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.4500,1.319629e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.4600,1.273232e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.4800,1.443880e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.5000,1.399695e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.5100,1.260672e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.5500,1.765606e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.5600,1.642617e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.5700,1.314677e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.5900,1.502585e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6100,1.607645e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6300,1.791599e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6400,2.081946e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6500,1.784180e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6600,1.972462e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6700,2.230691e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6800,1.805733e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.6900,2.265064e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.7000,1.987567e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.7200,2.228290e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.7400,1.596793e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.7700,2.456904e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8000,2.352633e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8100,2.412529e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8200,1.994147e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8400,2.697208e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8500,2.637865e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8700,2.625518e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.8800,2.251372e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9000,2.286412e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9100,2.284732e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9200,2.567608e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9500,2.509498e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9600,2.266805e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9800,2.490798e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,1.9900,2.200069e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.0000,2.861116e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.0100,2.925101e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.0200,2.741349e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.0500,2.919945e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.0600,2.760981e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.0900,2.887395e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1000,3.454805e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1100,2.287658e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1300,3.169784e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1400,2.866306e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1500,2.943505e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1700,2.876080e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.1900,3.607139e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.2000,3.098362e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.2100,3.333490e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.2300,3.490735e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.2700,3.250823e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.2900,2.567341e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.3100,3.883130e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.3200,3.181184e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.3300,2.858592e-01,5.401366e-02,1.183709e-14,5.401366e-02
1500,0,0.3000,2.3600,2.967434e-01,5.401366e-02,1.183709e-14,5.401366e-02
