T_K,P_GPa,x_B,k,S_cc,a,b,S_cc0
1500,10,0.7500,1.9800,2.545537e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.0300,2.912106e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.0600,2.877215e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.0700,2.822910e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.0900,2.584730e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.1000,2.415384e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.1100,2.450493e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.1400,2.921842e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.1500,3.251078e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.2100,3.631755e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.2300,2.896243e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.2600,2.775164e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.2700,2.987854e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.2900,3.145041e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.3100,3.242615e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.3400,3.028079e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.3700,2.945149e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.4000,2.963492e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.4500,2.714079e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.4800,2.609972e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.5500,2.469034e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.5800,2.680812e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.7500,2.7400,2.311150e-01,9.062900e-02,9.098065e-14,9.062900e-02
1500,10,0.8000,0.2900,1.346092e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.5500,7.363012e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.5700,4.299440e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.5900,1.391457e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.6200,1.229290e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.6400,3.801540e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.7900,8.887793e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.8100,6.072037e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.8200,8.613494e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.8500,5.997710e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.8800,4.551305e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,0.9900,7.422662e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.0400,5.883629e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.0500,9.992251e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.1000,5.951533e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.1400,7.389411e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.1700,6.505866e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.1800,1.123978e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.1900,6.937439e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.2400,9.364164e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.2500,1.024085e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.2700,8.684031e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.2800,7.499204e-02,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.3000,1.233001e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.3100,1.125208e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.3700,1.060959e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.4000,1.281582e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.4100,1.027252e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.4200,1.020126e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.4400,1.267184e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.5200,1.461524e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.5400,1.553595e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.5900,1.488876e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.6100,1.724418e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.6400,1.307593e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.6500,1.174198e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.6800,1.660996e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.6900,1.792545e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.7100,1.465644e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.7300,1.458726e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.7400,1.165930e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.7500,1.512749e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.7700,1.751717e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.8000,1.656824e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.8100,1.485060e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.8200,1.924983e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.8400,2.267830e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.8700,2.264821e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.8900,1.964379e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.9200,1.927736e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.9600,1.876797e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,1.9700,1.844436e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.0000,2.152981e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.0100,2.263980e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.0300,2.625783e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.0600,2.491416e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.0800,2.424959e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.0900,2.109733e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.1100,2.290526e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.1200,2.094316e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.1500,2.135585e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.1900,2.345284e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.2000,1.922179e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.2200,2.434529e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.2800,2.958048e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.2900,2.112629e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.3000,2.704791e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.3300,2.125226e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.3500,2.412759e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.3600,2.397493e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.3700,2.404792e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.3800,2.233617e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.4000,2.137647e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.4200,2.411556e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.4400,2.385679e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.4500,2.062796e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.4800,1.975643e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5000,2.338822e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5100,1.792824e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5300,2.055413e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5400,1.663316e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5500,1.940953e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5600,2.202244e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.5700,2.414792e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.6000,2.069239e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.6200,1.844100e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.6300,1.646105e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.6500,1.903866e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.6800,1.786572e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.7400,1.699974e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.7900,1.704102e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.8000,1.743377e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.8200,1.814145e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.8300,1.821328e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.8500,1.599119e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.8800,1.785415e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.9300,1.525590e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,2.9500,1.652661e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.0300,1.649998e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.0500,1.530953e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.1700,1.671554e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.1800,1.480304e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.2300,1.459793e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.2900,1.384069e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8000,3.3800,1.337063e-01,1.390270e-01,1.544651e+00,1.390270e-01
1500,10,0.8500,0.3500,1.328235e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.4000,1.518504e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.4400,1.298751e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.5300,9.171680e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.5600,8.241215e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.6000,2.413839e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.6900,4.566078e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.7000,1.226755e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.8000,5.184952e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.8100,9.694350e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.8200,4.459445e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.8800,5.175296e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.9200,7.248277e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.9500,6.446454e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.9700,7.956048e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,0.9900,5.803667e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.0300,6.010597e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.0400,4.704896e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.0700,9.391443e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.1200,6.695318e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.1300,3.817820e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.1500,5.363939e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.2000,7.720024e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.2100,3.359897e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.2500,1.108904e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.2600,9.141551e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.2900,1.332181e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.3200,1.204399e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.3300,8.385232e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.3400,8.001985e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.3700,9.394075e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.3900,1.022974e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.4000,1.309433e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.4300,1.346302e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.4500,1.467898e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.4600,8.117528e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.4700,1.089270e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.5000,1.036822e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.5100,1.063662e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.5400,9.919075e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.5500,1.242562e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.5900,1.138774e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6000,1.664927e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6100,1.107766e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6200,1.280852e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6500,1.518488e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6600,9.109799e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6700,1.291047e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6800,1.227284e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.6900,1.521358e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.7000,1.349923e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.7100,1.417315e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.7300,1.074551e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.7600,2.349394e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.7700,9.276831e-02,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8000,1.990934e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8100,2.205795e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8200,1.060656e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8300,1.603040e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8400,1.736290e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8500,1.761927e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8700,1.857155e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.8800,1.548740e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.9000,2.131076e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.9200,1.534734e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.9300,1.411709e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.9400,1.787662e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.9600,1.322035e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,1.9700,1.632867e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.0500,2.125131e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.0600,1.416874e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.0800,1.520358e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.0900,2.175077e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.1200,1.700926e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.1300,1.345853e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.1400,2.336156e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.1700,1.085352e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.1800,1.661344e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.2000,1.636160e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.2100,1.538866e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.2500,2.296879e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.2700,1.387372e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.2900,1.587173e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.3100,2.142876e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.3400,1.395069e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.3800,1.700125e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.3900,1.862580e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.4000,1.447291e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.4200,1.596547e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.4900,1.893135e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.5100,1.855805e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.5600,1.520217e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.6100,1.411396e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.8500,2.7700,1.547612e-01,1.445977e-01,3.383526e+00,1.445977e-01
1500,10,0.9000,0.3500,7.100918e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.4000,7.987404e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.4500,1.294578e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.5300,4.354794e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.5700,3.204127e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.6000,1.803748e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.6900,5.081454e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.7000,2.922352e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.8000,1.137062e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.8300,3.123091e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.8800,1.228625e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.8900,5.419047e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.9200,5.714139e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.9600,1.808438e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,0.9800,5.557214e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.0400,4.052927e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.0600,3.559719e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.1200,6.112788e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.1300,5.935382e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.1500,6.501171e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.2000,9.692248e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.2100,5.072590e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.2500,8.436478e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.2900,2.255333e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.3200,4.938853e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.3300,6.280765e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.3400,4.487215e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.3700,7.250802e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.3800,2.911545e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.3900,7.392913e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.4000,8.506918e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.4300,7.056074e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.4400,1.208458e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.4500,5.215457e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.4600,5.809062e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.5000,1.113964e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.5100,6.258586e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.5200,1.098762e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.5400,8.606928e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.5600,1.168810e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.5900,8.822857e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.6000,1.055193e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.6100,7.930498e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.6400,6.920279e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.6500,8.101559e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.6600,8.792015e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.6700,6.006064e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.7000,9.174921e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.7100,1.066044e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.7400,1.474270e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.7500,5.179505e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.7800,7.678981e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8000,9.764462e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8100,6.959479e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8200,1.232109e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8300,1.004510e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8400,8.319580e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8600,1.263997e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8700,1.343312e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8800,1.215209e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.8900,1.025244e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.9200,7.007755e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.9300,9.294025e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.9600,1.038097e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.9700,1.235786e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,1.9900,8.985616e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.0500,1.184656e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.0700,1.168615e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.0800,1.001821e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.0900,1.237266e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.1100,9.908430e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.1200,9.473819e-02,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.1300,1.518818e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.1500,1.006016e-01,6.719401e-02,1.044334e-01,6.719401e-02
1500,10,0.9000,2.1700,1.203931e-01,6.719401e-02,1.044334e-01,6.719401e-02
