B_index,x_A,y_A,z_A,coordination_B
1,3.894130,4.408234,9.623718,5
2,13.799842,13.138786,8.227035,4
3,6.250626,2.653334,7.758032,3
4,13.592164,10.474467,9.153170,5
5,10.281471,7.603416,12.816292,4
6,0.867884,1.780020,13.850972,5
7,3.640464,6.542667,14.889947,3
8,10.564464,6.849076,8.097035,5
9,2.869542,3.307530,11.693765,5
10,13.761764,0.167866,14.534435,3
11,2.584971,13.870533,8.191942,5
12,14.071000,2.622532,11.427600,3
13,11.022376,9.529610,2.263665,3
14,3.266136,8.330006,7.292518,4
15,0.296222,13.037234,6.001870,4
16,0.073764,3.550834,12.803447,5
17,5.220164,11.111900,5.592718,6
18,6.723429,3.691966,12.901665,5
19,11.285500,11.534667,11.972135,4
20,8.055864,6.681566,4.170482,5
21,6.957664,6.241234,12.337853,3
22,8.040771,10.927399,7.749862,3
23,12.054964,2.150301,4.708335,5
24,11.767756,3.742720,2.246635,5
25,3.271571,11.349167,0.958970,8
26,0.666949,11.780334,8.308753,4
27,7.993220,8.411920,6.218953,3
28,9.587164,4.785068,13.907430,4
29,1.296515,11.249701,0.835835,6
30,9.499778,3.492567,5.486862,4
31,10.083756,13.601400,1.436820,3
32,0.355171,11.847967,13.090653,6
33,8.741064,1.736065,10.755860,5
34,9.527193,6.429034,6.949818,5
35,13.734107,10.091867,6.268788,4
36,11.096407,13.048633,6.689835,4
37,10.668729,1.600620,13.572165,3
38,3.960193,11.462168,11.131247,5
39,0.117964,-0.064334,4.852265,4
40,4.835964,11.060634,0.116205,5
41,13.315964,3.018601,1.796865,4
42,4.561058,5.268016,0.310318,5
43,11.075393,2.705267,9.516635,3
44,8.815376,2.433134,3.875835,4
45,11.568676,9.087599,0.496182,4
46,0.829607,8.086150,1.970060,4
47,7.753793,10.603867,9.861765,5
48,7.935178,13.452534,11.653235,5
49,13.423564,-0.135067,3.262253,4
50,13.115546,4.929134,5.601735,4
51,8.253029,5.403634,3.307165,4
52,10.873500,11.805400,10.356100,4
53,0.118829,3.282034,8.039560,6
54,5.524560,6.239633,5.500502,5
55,0.496071,2.192480,6.867310,6
56,1.494758,0.672033,12.608065,4
57,5.614426,9.225367,2.831790,6
58,3.555640,11.383696,9.416632,5
59,10.814671,10.126967,7.869560,3
60,3.792229,3.396566,1.335288,4
61,7.072864,7.446646,9.788665,5
62,5.562770,8.064967,5.576182,4
63,2.548536,9.524366,6.020782,5
64,1.684710,7.636634,7.224447,4
65,11.663707,7.387567,10.077247,4
66,13.238307,6.217068,8.056718,3
67,7.434107,9.083990,2.193282,6
68,13.786864,2.003766,5.513910,6
69,4.160171,2.705834,4.386035,5
70,2.386220,11.890406,3.880353,3
71,12.621696,6.243966,13.141435,4
72,10.424900,10.576366,9.489365,4
73,6.425780,6.975567,4.267130,4
74,11.192771,7.286150,0.943618,4
75,2.252710,11.929333,10.684118,4
76,12.829636,6.546899,11.246830,4
77,13.251400,6.746326,5.662405,4
78,9.833190,2.720267,2.568570,5
79,0.521971,9.617199,12.138200,3
80,12.787729,12.914100,6.526900,4
81,6.953778,13.590494,5.447870,2
82,0.831229,6.517201,8.273952,4
83,13.339729,11.165500,13.884012,5
84,6.991306,9.431033,14.023235,5
85,4.926764,4.916240,2.005282,3
86,4.138142,5.648367,6.117435,2
87,9.544656,8.236230,2.517612,5
88,8.133171,10.831833,5.307753,3
89,5.703293,8.460599,10.971395,4
90,4.487907,0.113834,13.463347,1
91,4.520150,14.079800,3.790080,3
92,1.478842,4.335134,1.390830,4
93,11.752693,7.648533,4.980565,4
94,7.058620,9.037810,9.971065,6
95,7.586907,10.829599,3.172982,5
96,13.274429,7.461433,3.404230,5
97,2.390464,1.903934,5.839412,5
98,6.825907,3.577367,9.302290,3
99,0.736529,0.006301,2.385918,3
100,0.560364,10.048266,7.681218,5
101,0.213764,9.098067,10.418300,4
102,3.462107,0.922466,1.797353,2
103,9.678707,4.647740,10.768065,2
104,3.571829,0.890001,4.722718,5
105,5.637820,11.366634,11.648753,2
106,9.704571,6.974134,1.626970,5
107,9.384706,2.711234,13.358430,6
108,2.084758,8.567968,0.810218,5
109,8.806329,4.599568,9.363247,5
110,3.296642,12.926066,11.769953,4
111,9.435729,3.983433,12.167872,4
112,10.896113,2.371801,6.031947,5
113,10.411966,13.272133,8.141865,3
114,1.622713,4.512900,5.880972,2
115,5.545371,4.420267,9.898652,4
116,4.129607,1.924301,5.940735,5
117,9.262487,7.934432,7.700112,5
118,1.793270,3.608633,13.212477,4
119,6.437422,8.394450,8.248418,5
120,3.836864,10.584699,4.398330,7
121,13.038829,4.734933,13.471900,4
122,10.797807,2.891899,14.825830,5
123,8.765756,8.759816,13.359753,4
124,5.310513,1.088566,6.979818,4
125,10.045642,13.667033,4.986970,4
126,11.136600,0.402001,1.295682,5
127,10.564100,12.653034,12.989647,2
128,6.830707,3.636434,3.284565,5
129,8.228356,6.504666,5.961735,5
130,10.202393,13.542996,9.942153,5
131,7.784030,12.887767,14.436388,4
132,5.477771,8.794500,13.427630,3
133,11.158129,3.859566,6.594840,5
134,4.413071,12.647700,0.695153,4
135,7.384293,5.230034,13.421872,3
136,1.086129,9.258930,13.754372,5
137,12.307896,4.013734,0.262482,6
138,2.832007,5.996586,3.459560,4
139,10.504729,4.514534,0.163124,4
140,9.625907,11.688933,5.459170,4
141,0.691664,10.598199,14.315200,6
142,8.813971,-0.078999,10.464412,6
143,10.823800,10.147334,11.128147,5
144,7.179164,13.781266,10.206595,5
145,12.752364,9.591250,7.779018,5
146,1.771658,1.411930,4.382218,3
147,7.643090,4.114350,1.963353,3
148,10.351329,12.170633,4.018880,3
149,4.285164,2.554760,7.494465,4
150,7.700264,6.235301,10.597912,4
151,13.496771,9.721733,14.818411,5
152,0.780022,2.157966,1.630270,5
153,12.399371,8.103990,8.528865,4
154,1.832260,0.890399,1.271335,3
155,2.440529,9.974386,1.440230,5
156,2.787320,5.109190,12.397365,4
157,2.774171,9.035434,13.327135,3
158,3.045871,8.326034,9.704965,3
159,9.749796,0.161766,0.274335,4
160,7.413736,11.724334,11.288835,5
161,7.950007,0.411767,14.355681,6
162,-0.013479,4.013966,6.431365,7
163,0.346358,9.230286,3.229453,5
164,3.228142,13.092867,6.823780,4
165,10.231358,5.203732,7.702918,5
166,11.603966,0.839634,12.337965,2
167,12.226013,3.604533,10.985300,3
168,1.555878,0.791565,7.165935,4
169,2.352093,11.980966,8.184865,5
170,13.394664,3.454599,4.619535,4
171,7.115871,1.528934,3.395470,3
172,14.017800,10.680801,10.911418,4
173,13.825700,6.406834,14.308353,4
174,7.636020,11.373033,13.808600,4
175,9.130371,9.827734,8.561270,5
176,6.918371,5.774246,6.672070,3
177,1.685564,12.361533,13.946653,5
178,5.170964,3.135368,13.757147,2
179,-0.043166,13.021333,11.607518,4
180,4.683264,5.873496,8.970822,3
181,13.995337,3.095566,9.790990,5
182,3.641030,8.036301,0.717235,5
183,8.051464,12.391501,2.355618,3
184,6.646993,11.692834,5.549653,4
185,3.732164,4.502496,2.979718,6
186,11.396429,4.111534,8.414630,4
187,1.097964,10.672800,3.349447,5
188,4.391246,3.596334,-0.109247,3
189,3.596820,9.611160,0.252653,7
190,3.967800,9.202933,3.517318,7
191,3.950271,11.463567,6.747118,4
192,3.033707,3.312566,8.567847,4
193,-0.008136,11.177433,2.043810,4
194,9.345900,13.830900,3.349853,4
195,3.039136,9.918601,10.423418,4
196,9.453393,1.568566,8.085470,3
197,10.254658,10.198500,0.521882,3
198,13.679864,14.098599,10.594353,1
199,4.770329,14.154366,1.491780,4
200,5.718093,1.234166,10.877118,4
201,10.976729,6.181896,4.240918,2
202,8.161776,7.740799,1.310682,5
203,1.938164,6.510501,12.115825,2
204,11.244800,1.956480,2.340035,5
205,0.197707,8.148966,0.285753,6
206,8.014471,2.692101,12.338862,6
207,1.320129,8.580534,9.144170,5
208,0.985271,5.828620,0.175535,3
209,8.768816,12.311767,12.686547,6
210,10.237500,0.368267,11.209535,4
211,2.914593,0.266566,11.461152,5
212,12.266666,1.155001,6.016965,3
213,12.451242,12.469366,14.626500,2
214,10.956671,8.304301,11.329932,5
215,7.531571,9.497533,0.571882,4
216,5.180250,7.120834,14.909847,4
217,12.028164,7.865734,12.830918,4
218,2.358393,12.864100,1.390418,3
219,7.284107,13.247734,8.324365,3
220,7.830900,2.151834,14.121541,5
221,2.904071,10.393466,2.892712,6
222,4.562976,0.580134,10.047135,5
223,0.607693,3.541366,2.699353,4
224,4.616713,7.769099,2.464450,5
225,0.328458,6.553034,1.941453,5
226,4.261864,7.552365,9.380647,4
227,13.480829,1.865835,14.187430,3
228,7.402829,1.804566,0.708982,4
229,4.762120,8.778310,7.853065,5
230,5.680064,7.444666,12.536318,3
231,11.500707,5.548133,1.124165,6
232,9.211066,8.544620,11.780335,5
233,6.331986,11.962856,2.851630,4
234,9.272171,2.664534,9.534792,4
