frame,timestep,group,system,region,element,n_atoms,target_z,z_tolerance,msd,msd_x,msd_y,msd_z,drift_x,drift_y,drift_z
2707,270700,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.46020833834042,4.119809552003058,4.286939206305505,2.053459580031854,-0.00711176626567589,-0.001277648168937162,0.06721985732508529
2708,270800,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.63075178869971,4.045565542161801,4.419293841220201,2.165892405317706,-0.007499918289551211,-0.0013456566375325,0.07087203262487307
2709,270900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.5521824838001,4.021233375541605,4.49797278577549,2.032976322483003,-0.008075306524860437,-0.001448668026348798,0.07629459756073231
2710,271000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.50172271546963,4.049151165311265,4.336516172977525,2.116055377180842,-0.008071055399218707,-0.00144746225059933,0.0762476295233725
2711,271100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.46663240518869,3.910499924148823,4.428514387618758,2.12761809342111,-0.007436003680022729,-0.001334884472349529,0.07027462184254318
2712,271200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.61190053686754,4.029370530804795,4.570703125259031,2.011826880803717,-0.007297089484473496,-0.001310215708739904,0.06897136301110507
2713,271300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.66263616969541,4.05180435599988,4.455977411288393,2.15485440240714,-0.007426525597782785,-0.001332057064738379,0.07018205233348951
2714,271400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.75986486421965,4.05378938779325,4.605246076904926,2.100829399521479,-0.007449290259596175,-0.00133829526166096,0.07039790990931394
2715,271500,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.67375993932894,4.178801320577569,4.401028669347512,2.093929949403861,-0.007361972731463773,-0.001321480419504084,0.06957608390733228
2716,271600,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.83897776473921,4.179167909870666,4.504298337223797,2.155511517644751,-0.007717628488067341,-0.001384720797908301,0.07292835000017206
2717,271700,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.51686195897576,4.060416199008806,4.328684963020679,2.127760796946279,-0.007846631112728097,-0.00140690129286547,0.07414134689661012
2718,271800,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.71273206325257,4.031725421493667,4.547315668136385,2.133690973622518,-0.007529335272245419,-0.001351372464364786,0.07115638454072837
2719,271900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.77388416144486,4.139102389702287,4.505678541528369,2.129103230214202,-0.007399793521186915,-0.00132810838368691,0.06993365238515636
2720,272000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.57082947197485,4.157624168320855,4.359538948716293,2.053666354937701,-0.007401148354657217,-0.001328584198979854,0.06994226835204032
2721,272100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.53935907507247,4.064278285371208,4.390939606430428,2.084141183270837,-0.007354292518036765,-0.001320615839725647,0.06950269583569835
2722,272200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.29935767527717,3.887085537080792,4.394796100795245,2.017476037401132,-0.007793764996681496,-0.001398214862131653,0.07363695123026659
2723,272300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,11.06962380029446,4.176699377951635,4.771165301402182,2.121759120940645,-0.008120641922814364,-0.001456988695490935,0.0767290679592989
2724,272400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.75714174408856,4.112497511413328,4.442691658776547,2.201952573898684,-0.007652187191495408,-0.001372925062202768,0.07231703825486235
2725,272500,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.32717262029968,3.921808141965,4.382050394549601,2.023314083785077,-0.007053499499666493,-0.001266611439218579,0.06667267356975159
2726,272600,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.37957867059711,3.886986923828083,4.421167190484526,2.071424556284497,-0.007199852145902241,-0.001292607475800622,0.06804807704330074
2727,272700,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.41768929828692,3.921550716567886,4.433255563010539,2.062883018708496,-0.00793376188576822,-0.001424414754154668,0.0749630585579304
2728,272800,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.6633248411468,3.851716743196094,4.649238056646779,2.162370041303923,-0.007884573719247889,-0.001415453343474482,0.07450394684236628
2729,272900,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.77770180060468,3.98282718037096,4.467883969095568,2.326990651138148,-0.007439557541571773,-0.00133604865542658,0.07031365455091887
2730,273000,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.50010167850681,4.061521383645307,4.388610833430224,2.049969461431277,-0.007440437754037355,-0.001335485499968314,0.07031993522081237
2731,273100,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.4431631528091,4.061475859891636,4.294900581767686,2.086786711149778,-0.007463055733703428,-0.001340830472388532,0.07053542538142921
2732,273200,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.64001534154621,4.005936795346773,4.519020021126153,2.115058525073281,-0.007297862835415891,-0.001310600724515609,0.06897761074097986
2733,273300,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.66753532243523,4.060799203395623,4.541893612600293,2.064842506439316,-0.007545440982009488,-0.001354807231290778,0.0713120584515643
2734,273400,FeB_interface_B,FeB,interface,B,48,0.48506;0.86386,0.01,10.66881374759333,4.141822218453189,4.474516935395797,2.05247459374434,-0.00768898992536915,-0.001380705985372543,0.07265894134625128
