frame,timestep,group,system,region,element,n_atoms,target_z,z_tolerance,msd,msd_x,msd_y,msd_z,drift_x,drift_y,drift_z
1952,195200,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6811310122503965,0.07507174980417362,0.3740736641894452,0.2319855982567777,-0.008286978966274283,-0.001480325510515357,0.07813139705265471
1953,195300,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6449097401619835,0.1006125255213267,0.4292250017285563,0.1150722129121006,-0.007322272491330217,-0.001308450455358212,0.06905454659472099
1954,195400,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6056825382380803,0.05952927264391975,0.3606550007382314,0.1854982648559292,-0.007991946941721118,-0.001428019570850481,0.07535442058462039
1955,195500,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6112464260679407,0.1231615907157703,0.2518262426881127,0.2362585926640577,-0.008957223468188502,-0.001598796062653562,0.0844472284799771
1956,195600,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6205720025651653,0.07244242981429748,0.3929371274724265,0.1551924452784414,-0.008430196986512151,-0.001506848625638213,0.0794819765961492
1957,195700,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.5486284309196113,0.04205162293648306,0.3121633700093245,0.1944134379738038,-0.007651825551087121,-0.001367164070810389,0.0721519046864465
1958,195800,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4974341752212547,0.03031548868170088,0.2673321246156443,0.1997865619239095,-0.007962443183673784,-0.001422119164901758,0.07508148433515061
1959,195900,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.5341960523333065,0.03232011092925462,0.2885131020681246,0.2133628393359272,-0.008618077130130075,-0.001539880180086328,0.08126169250007109
1960,196000,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.5025438054735309,0.03688190069464761,0.2916711867761168,0.1739907180027666,-0.008288186643805595,-0.001481009495668317,0.07814857571955258
1961,196100,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4194793373838914,0.03192723352234117,0.2967666515913537,0.09078545227019653,-0.007245622794251894,-0.001295164387565606,0.06832878355800176
1962,196200,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4111043792441574,0.06276221222137249,0.2426532148183879,0.105688952204397,-0.0072710017578963,-0.001299412787790999,0.06857217833412932
1963,196300,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.3862502408779361,0.03372058930282353,0.1912989674772348,0.1612306840978778,-0.008085853162977941,-0.001444250125437918,0.07624143024589713
1964,196400,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4544296636396152,0.04951081949413033,0.1973283111260943,0.2075905330193906,-0.008257930611678788,-0.001475554043299354,0.07786751494117894
1965,196500,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.4909880982247067,0.07607510545104625,0.2252543775312823,0.1896586152423781,-0.007758747160719004,-0.001386261145247758,0.07316537312261673
1966,196600,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.5000100343283401,0.09674687732590159,0.2767810171724674,0.1264821398299712,-0.007421343988730733,-0.001326684523171195,0.0699840225233288
1967,196700,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.503023922226837,0.08188667090116082,0.2696808028224214,0.1514564485032548,-0.007693866443301722,-0.001376382497927153,0.07254620912105025
1968,196800,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6653079632737491,0.1245860930907025,0.4023001911113336,0.138421679071713,-0.00781012679084192,-0.00139611426328301,0.07364818480971991
1969,196900,B_bulk_B,B,bulk,B,48,0.10627;0.16710,0.01,0.6424757282216327,0.1128541683380034,0.3829643693194212,0.1466571905642081,-0.00786444650502105,-0.001405634437226411,0.07415331462081198
