True_Energy_per_atom,Pred_Energy_per_atom
-6.984765173333333,-6.982505507453991
-6.266449827083334,-6.271002799227741
-10.7504655459375,-10.749101613868714
-6.377353936458333,-6.382678077716249
-7.128994061458333,-7.127313024093762
-6.8900444475,-6.887447287177051
-12.5266595325,-12.520099385585583
-7.0165652764583335,-7.015482608703375
-6.236158399791666,-6.240869749990577
-7.340684854,-7.338111345198091
-10.990518344375,-10.994715408642145
-6.33509234625,-6.33690147245148
-6.338961110625,-6.34003095446207
-6.986653329166667,-6.988777382324467
-12.5363143646875,-12.530933046939193
-6.960838039166667,-6.963347724750819
-7.010691384375,-7.009640665463522
-6.398192648958333,-6.386327437794731
-11.27352254325,-11.27616570750283
-6.955930798125,-6.9564278950841425
-6.908494270416667,-6.905060492390429
-6.190530881250001,-6.190217824915951
-6.920628668749999,-6.920110983785569
-6.4074690725,-6.40211355259445
-7.017221475625,-7.017984393852246
-6.282793057083333,-6.286707708463427
-7.737783487,-7.727470975480917
-7.73249202025,-7.720914125191291
-9.294759965208334,-9.296886736659305
-8.9700565195,-8.964786255589878
-6.601731186458333,-6.597779945790433
-7.075310047083334,-7.074013646891703
-7.081001129791667,-7.080512003392365
-6.976879121875,-6.975851006349063
-6.833310070833334,-6.827028750153904
-7.2014013935416665,-7.200435588586206
-6.2550620256250005,-6.251331493933804
-7.1844623910416665,-7.1830545346953025
-6.9709553897916665,-6.973011618283746
-6.946530513541667,-6.944392970135312
-7.183480707916666,-7.183101415257963
-6.2817879933333325,-6.289774311352557
-6.378655042916667,-6.374612816593345
-6.9544543137499995,-6.9538546266616095
-6.926722191041667,-6.925487945926657
-7.0268484552083335,-7.0244078143398205
-7.001106927083334,-7.003326184466015
-6.4105073033333335,-6.42144127678121
-6.445438487916667,-6.442755867317999
-11.1830240445,-11.174685066847164
-7.194213936874999,-7.1926168332726546
-7.0262154475,-7.027238993263022
-7.1076501118749995,-7.107408465437024
-7.2098402154166665,-7.208194748651933
-6.296063491875,-6.3034775017647995
-7.039866269791666,-7.039322770958172
-12.7092661575,-12.706050829860205
-12.477406226875,-12.475335170089197
-6.314912199375001,-6.327687477558485
