csv,composition,pressure_GPa,n_fit_points,kmax_fit,a_full,a_cov_se,a_loo_min,a_loo_max,b_full,b_cov_se,b_loo_min,b_loo_max,xi_full_A,rmse,param_corr_cov,pair_bootstrap_success,pair_bootstrap_failures,resid_bootstrap_success,resid_bootstrap_failures,most_influential_k_for_a,a_without_influential,most_influential_k_for_b,b_without_influential,a_pair_p025,a_pair_p50,a_pair_p975,a_resid_p025,a_resid_p50,a_resid_p975,b_pair_p025,b_pair_p50,b_pair_p975,b_resid_p025,b_resid_p50,b_resid_p975,xi_pair_A_p025,xi_pair_A_p50,xi_pair_A_p975,xi_resid_A_p025,xi_resid_A_p50,xi_resid_A_p975
single_Fe_B_scc_0.8_0GPa.csv,0.8,0,81,1.2,1.912529638,0.3175118463,1.777547478,2.472622095,14.8225615,4.136903389,13.89884875,20.74597479,3.850007987,0.228475346,0.9271130742,5000,0,5000,0,0.14,2.472622095,0.14,20.74597479,1.538899133,1.955150139,8.94901984,1.486859597,1.865923324,3.272779729,10.66251225,15.67842941,93.33909719,8.897147388,14.51792067,31.81010443,3.265350247,3.959599603,9.661216064,2.982808639,3.810238925,5.640044686
single_Fe_B_scc_0.8_10GPa.csv,0.8,10,75,1.2,0.3843392074,0.05556463408,0.2177753557,0.6874765669,7.47094656,2.00646877,2.590636611,18.79739891,2.733303232,0.06044221068,0.9083779645,5000,0,5000,0,0.15,0.6874765669,0.15,18.79739891,0.1271817543,0.3622580661,2.160980274,0.3012227445,0.3820364912,0.5539905282,0.6612865608,6.657128479,86.92897678,4.541109967,7.454590154,13.47097458,0.813195265,2.580141091,9.323570493,2.130988023,2.730309534,3.670282537
