B_index,x_A,y_A,z_A,coordination_B
1,7.004407,8.923590,7.286047,5
2,0.358871,15.075537,9.349066,3
3,4.415022,9.311960,12.776923,3
4,4.713036,8.964394,5.313910,4
5,5.948740,0.433042,12.590693,4
6,14.318807,5.053421,8.989807,6
7,12.667800,10.473300,0.667113,5
8,0.837264,0.148963,7.320747,6
9,9.075264,5.346279,2.409920,2
10,9.218964,14.304039,10.256707,5
11,6.442986,15.715142,2.847953,3
12,0.821457,11.450763,7.963083,5
13,15.760300,15.717700,2.869534,4
14,2.718793,1.738179,11.834933,6
15,9.558014,1.671737,8.234627,4
16,-0.431971,6.289620,4.226553,4
17,14.166264,15.813058,10.223880,5
18,17.692793,4.846279,1.970547,5
19,14.314986,0.773721,13.960907,5
20,16.285664,7.536463,9.086827,5
21,3.176130,3.732521,14.126653,4
22,1.233420,8.936706,9.260120,5
23,5.599993,10.134221,7.776893,5
24,-0.080129,3.268010,8.482634,4
25,8.896360,1.099737,3.306247,4
26,2.861371,11.418742,7.500390,6
27,-0.151236,5.554879,0.374553,6
28,0.077857,-0.233637,10.554753,3
29,13.671693,1.093021,6.093453,3
30,9.018371,3.600779,13.651623,4
31,0.019464,1.051710,8.718707,3
32,4.634064,2.714279,2.058727,2
33,15.792600,2.033721,0.020847,5
34,8.789093,16.334000,5.773280,5
35,9.454443,9.232229,5.736227,3
36,3.445129,11.801858,4.244353,4
37,15.516793,12.136958,3.592693,5
38,4.588871,14.173200,8.607266,4
39,12.925826,14.370600,9.455120,6
40,11.941676,15.841037,10.014123,5
41,7.328636,9.850284,13.491800,5
42,13.308471,8.318763,6.498427,4
43,16.060864,5.867958,9.571093,6
44,1.325364,7.970789,7.224880,2
45,7.172964,7.204521,4.532480,4
46,17.623671,14.983479,13.412887,5
47,14.625176,14.769121,8.724647,4
48,2.821493,5.134242,7.988547,2
49,14.960700,8.696590,8.830393,5
50,4.112707,6.509121,2.800527,3
51,8.666707,2.965158,4.541027,4
52,9.975664,0.088679,11.614627,5
53,14.295943,1.582706,0.872847,4
54,1.517636,10.645100,12.910020,3
55,2.985736,14.509563,0.393887,4
56,11.175900,1.283021,11.661653,5
57,12.981071,14.906000,3.756927,7
58,8.041164,11.649958,9.552720,7
59,-0.412622,1.721080,12.808727,4
60,10.645864,3.272616,11.045027,4
61,5.806110,0.412578,6.357527,3
62,0.030536,8.232560,2.243447,3
63,3.010240,4.639584,11.266547,4
64,11.567829,9.072463,1.102427,5
65,14.009700,8.103670,13.180253,3
66,14.816200,15.261458,11.667553,4
67,5.305400,5.550194,-0.076453,5
68,6.690900,10.436121,11.020780,6
69,1.508990,2.512658,3.252020,4
70,3.353043,9.924821,5.291780,4
71,14.915816,13.549842,12.651847,7
72,10.639466,6.962979,11.100927,3
73,0.710936,12.546400,1.384427,4
74,13.605700,7.576558,11.215027,5
75,1.717380,3.897658,12.561780,5
76,16.333971,12.682742,12.289593,5
77,14.232429,2.778758,11.513947,5
78,15.616529,9.794721,5.798553,4
79,4.391364,3.287950,11.290023,5
80,11.938329,7.801360,2.231073,5
81,14.530464,11.370942,6.538563,5
82,6.710564,14.700342,1.034887,4
83,14.189293,2.094358,7.266480,6
84,12.349264,6.073863,11.199653,5
85,11.360771,3.679106,9.650880,5
86,11.473207,6.454860,13.986627,4
87,14.285864,5.671679,0.340353,4
88,15.926929,13.549406,8.259427,3
89,16.131264,10.118573,3.875770,4
90,14.632356,4.246379,10.449993,6
91,11.302616,15.489600,11.814980,6
92,14.417476,9.684980,7.448683,7
93,4.580564,12.969042,4.605980,5
94,0.469763,15.906058,6.172527,4
95,16.154100,6.762742,4.756213,4
96,14.484171,5.342550,7.121670,5
97,1.543364,3.650021,5.631140,3
98,14.685986,11.712237,9.978747,4
99,1.229457,12.003109,9.896127,4
100,0.598293,13.819658,12.606400,4
101,10.930357,9.660137,6.108513,3
