B_index,x_A,y_A,z_A,coordination_B
1,4.303418,1.264537,7.706981,5
2,4.920284,5.881920,1.925730,5
3,2.615392,4.617326,3.782781,5
4,2.974308,8.628010,6.270630,5
5,2.162160,5.823337,5.131480,6
6,1.385184,7.117437,8.146381,6
7,6.680323,0.581910,2.786940,6
8,5.122218,6.638374,6.392581,5
9,2.074016,7.085874,1.106840,6
10,5.787848,2.721290,0.489962,8
11,6.563038,1.347510,1.319738,5
12,5.249120,7.116574,2.831910,5
13,1.912208,3.981163,7.701319,4
14,3.303090,0.053063,7.986362,4
15,6.111823,0.531374,5.566600,6
16,4.367792,1.785374,3.559638,5
17,1.204008,4.393963,2.759681,6
18,5.448900,7.459837,7.758286,4
19,0.525431,5.973526,5.587419,6
20,12.567700,5.822743,1.789062,7
21,4.355692,2.650174,6.487090,6
22,5.532216,4.282063,4.409181,6
23,4.456116,4.093774,7.496919,8
24,3.449416,6.812074,5.565719,6
25,6.115370,6.006510,3.527157,7
26,3.552861,2.240537,4.931362,4
27,5.371284,0.546451,3.751919,7
28,5.594916,1.594437,6.689781,6
29,5.847623,3.244910,6.969619,6
30,6.307992,5.677070,5.191680,7
31,3.966977,3.252890,1.152881,7
32,5.474528,4.257830,1.436824,7
33,4.707992,1.589770,1.305062,5
34,0.912108,5.920133,3.820119,7
35,4.367730,5.374790,6.500440,5
36,0.782823,1.458163,2.919960,4
37,1.392308,3.863237,6.059119,5
38,0.679008,1.126520,7.619862,3
39,4.093984,3.518674,3.959619,5
40,6.857898,1.506263,4.219962,6
41,6.719723,4.343174,2.836838,6
42,5.540823,5.603290,0.399243,4
43,2.921408,6.621890,8.785240,6
44,6.578816,4.142574,5.693781,6
45,3.287416,2.776037,7.989757,6
46,0.002684,3.142163,5.210919,6
47,1.925953,0.837709,0.302262,7
48,1.280184,4.226537,0.957838,6
49,5.814316,0.812490,8.571938,5
50,0.843831,2.900126,1.951281,5
51,6.908484,15.185090,0.358662,5
52,0.937108,6.232837,0.173581,6
53,1.705400,7.140447,6.289662,7
54,8.606416,10.276600,2.100819,6
55,6.873760,2.189174,8.021381,6
56,13.199046,6.254474,0.112981,6
57,13.540639,4.689726,6.022481,6
58,1.587408,5.431340,8.706681,6
59,1.528908,2.545974,8.724781,5
60,3.476139,2.217216,15.907257,5
61,1.429092,9.267053,2.542581,6
62,12.387392,2.588874,0.683919,7
63,9.275916,2.711926,6.241281,6
64,13.199984,9.255537,6.664219,5
65,9.169620,7.209190,-0.138081,6
66,12.050747,0.756152,9.793443,6
67,7.125000,7.445726,8.262362,7
68,12.442568,3.978126,2.542043,7
69,8.566692,2.179374,7.800181,6
70,8.948838,5.127826,4.504762,6
71,8.407816,6.251010,7.062338,6
72,10.954384,6.523437,2.473630,6
73,9.567231,0.117574,7.942581,6
74,8.582270,10.964100,3.863743,6
75,2.828800,4.011780,0.130807,6
76,13.714823,6.786963,2.791410,6
77,12.521698,2.527210,3.657281,6
78,10.058808,6.703637,6.992981,6
79,7.675423,6.222310,4.288181,6
80,13.781468,4.997237,3.094480,6
81,13.236723,2.268810,2.005138,6
82,11.102984,1.485726,3.938762,5
83,13.677900,1.540410,6.198181,5
84,8.032892,5.321374,2.935410,7
85,8.758984,3.681490,3.606900,7
86,12.045777,1.687263,7.006620,5
87,9.810916,2.463200,3.036019,5
88,0.291852,1.468363,4.644481,5
89,7.072046,3.228063,4.156781,6
90,12.215618,0.239537,1.572690,7
91,9.897592,3.548326,7.814443,5
92,11.712331,4.844463,5.813062,6
93,12.916100,4.177663,4.308162,6
94,10.336784,5.642537,4.174343,6
95,12.521398,7.333226,5.052870,4
96,11.080198,4.881274,2.162738,6
97,8.057292,2.249074,0.944264,6
98,12.348778,5.932574,8.778749,4
99,10.681592,1.717537,5.736681,6
100,9.477623,1.569037,1.734981,6
101,9.703116,0.746374,3.101019,6
102,8.085216,6.607821,1.374405,6
103,11.197418,6.454030,5.716162,5
104,13.769784,8.883937,0.462257,6
105,11.558800,0.541363,8.133280,6
106,10.631200,0.114263,6.544162,6
107,-0.044231,7.703833,5.886738,6
108,10.239692,4.575510,0.900030,4
109,9.148123,3.591390,1.936919,7
110,8.188792,0.223437,3.709030,6
111,11.006884,1.574463,0.410495,8
112,11.259500,3.184074,6.381862,6
113,9.511831,5.329616,7.873010,6
114,9.367131,5.492510,-0.087838,4
115,11.026716,7.392980,4.053462,6
116,8.945798,1.023510,6.504210,6
117,8.296423,3.664590,5.232238,6
118,7.824792,0.298610,5.350580,6
119,12.196800,4.579747,7.376338,5
120,7.670631,5.443474,5.777281,6
121,4.144284,7.783173,4.098581,5
122,3.134216,14.228026,6.648257,5
123,0.825430,15.314837,2.632162,7
124,2.700169,14.910026,5.007562,6
125,1.223277,7.341374,2.691619,6
126,3.572520,10.309574,5.847238,5
127,0.392850,15.017332,8.300170,5
128,1.418008,8.547974,5.383638,6
129,2.356077,5.252390,1.347119,6
130,3.195792,0.810074,4.118638,5
131,5.522078,8.809950,3.608450,6
132,4.918492,10.312890,6.823038,4
133,2.952392,9.710953,9.178781,5
134,3.996108,13.807963,8.090580,5
135,2.811108,10.169143,2.011000,5
136,3.674239,14.144313,0.708019,8
137,2.496492,15.107910,1.496681,7
138,3.881192,13.894690,5.221481,5
139,5.841892,14.676726,2.862519,6
140,1.561284,9.641243,8.168843,6
141,4.470268,10.139437,2.620219,7
142,2.934708,13.489837,3.791650,6
143,2.282192,11.673400,5.672881,4
144,5.265730,11.585383,2.944581,4
145,1.288670,14.092726,4.283462,7
146,5.061092,13.693526,1.870719,5
147,3.433577,13.310037,2.230862,6
148,7.137023,10.829823,5.061119,6
149,5.385628,14.677653,4.777138,7
150,3.847216,9.390947,4.016224,5
151,1.879280,12.810310,6.986043,6
152,2.561631,14.921108,3.037610,7
153,1.715692,10.865890,3.081962,6
154,5.833684,13.563037,8.594880,6
155,6.049231,11.544400,6.258681,6
156,2.245992,8.321730,3.699043,5
157,1.476139,12.331643,4.233057,5
158,0.094184,11.594837,3.593090,6
159,0.048731,10.134016,2.786860,7
160,1.933850,9.814833,6.323119,7
161,5.603584,10.620800,1.436380,7
162,0.800284,14.869974,0.655819,7
163,1.477331,9.092303,0.726381,7
164,5.717553,8.806733,1.830181,7
165,6.556592,13.525210,4.263819,7
166,4.286384,9.391510,1.158319,7
167,0.435608,10.505047,6.980860,6
168,2.833500,12.589674,0.773581,6
169,-0.065948,11.554700,1.686781,7
170,1.149860,11.960303,0.540462,5
171,6.184492,11.933874,4.270319,5
172,5.233592,13.003937,5.247343,6
173,0.345353,12.220410,7.344619,6
174,6.071277,13.580600,0.486762,7
175,1.572092,13.644026,17.834971,7
176,1.272016,14.422303,9.858789,4
177,13.883423,13.791300,7.194681,6
178,6.785816,12.561137,7.459081,6
179,8.686660,9.230210,3.870581,7
180,6.586077,9.854926,6.404057,5
181,13.458553,14.205837,5.529510,6
182,2.855677,12.794953,8.761138,5
183,13.755900,9.770037,8.433380,5
184,4.704716,10.309037,8.508362,5
185,0.472871,8.166813,9.235724,7
186,6.776240,14.498826,5.818424,7
187,7.474498,14.414774,3.013720,6
188,7.567916,12.557447,0.851319,6
189,10.716616,14.238910,5.553419,5
190,7.721984,8.953300,7.513440,6
191,9.728839,7.371403,1.515919,6
192,6.780184,15.083226,8.924543,6
193,1.106990,13.026253,8.661043,7
194,7.109892,9.663047,1.310630,6
195,9.687031,12.629290,6.363570,6
196,0.214992,9.670437,5.464719,6
197,7.109153,14.204090,7.383519,6
198,8.095116,12.483637,17.280928,6
199,9.304484,9.734237,7.497838,6
200,8.554292,8.527884,1.989519,7
201,13.423684,14.383953,1.855662,6
202,13.238600,14.940826,0.338738,6
203,9.017230,8.021510,6.542843,7
204,12.382088,7.772010,3.254281,5
205,9.956731,13.031510,2.379138,5
206,12.300777,14.906374,4.458762,6
207,10.407061,8.432190,7.922819,6
208,13.131884,10.111674,1.501781,6
209,11.461692,10.322153,2.045981,6
210,13.173084,10.510447,4.333881,6
211,12.897223,12.997993,6.484143,4
212,10.082692,10.275074,4.653300,7
213,10.431169,0.143596,1.445281,6
214,13.376284,0.179237,5.251581,5
215,11.487016,11.975993,6.765819,5
216,12.925500,12.598353,2.433762,6
217,9.855531,14.244326,1.279381,5
218,11.298800,12.122410,2.586640,6
219,8.008016,7.863953,4.584738,5
220,10.857492,8.418026,0.153343,6
221,8.412840,11.883126,2.232981,5
222,9.364323,13.331823,4.748881,5
223,12.547816,9.432793,2.972862,6
224,10.902116,13.859926,3.673060,6
225,8.125560,14.307973,4.595143,6
226,6.804600,9.048674,4.847481,5
227,9.608950,8.082353,4.868520,5
228,8.596250,13.056800,7.468481,6
229,10.056023,10.770574,6.398562,6
230,11.975316,10.613474,5.551162,6
231,8.058530,14.003503,0.570238,6
232,11.377061,10.844200,3.717619,6
233,8.310992,10.106710,8.823769,6
234,8.436984,13.495037,1.976857,6
235,11.104323,15.441026,3.121919,6
236,8.418588,14.638537,8.421849,6
237,12.290684,11.598126,1.163162,6
238,6.023740,12.303026,1.691280,5
239,9.144331,11.680600,5.154157,6
240,13.815816,14.137437,3.591119,7
241,10.109084,9.560226,1.280738,6
242,12.836823,15.020301,8.941081,4
243,11.982823,11.984874,8.681324,6
244,8.138508,11.875837,8.675657,6
245,13.064892,9.436490,17.070957,4
246,10.564092,13.621133,17.587157,6
247,4.320016,6.166590,8.117799,7
248,3.513892,0.623110,16.591281,6
249,13.785600,6.803926,15.253538,6
250,5.577678,7.571374,14.589357,6
251,3.909977,4.452860,2.305838,6
252,0.344708,0.562374,17.556057,7
253,6.169816,3.582274,8.695989,7
254,2.531092,7.236474,15.691081,6
255,5.032228,5.043810,9.322562,7
256,13.427223,2.538137,17.105203,7
257,0.505777,3.387650,15.431300,5
258,3.049923,7.245474,10.493538,6
259,3.492908,0.382210,0.609238,6
260,-0.033739,6.279610,9.073338,7
261,5.560292,7.241870,12.458957,6
262,0.552816,3.815410,11.024479,5
263,3.082284,4.011563,16.323600,5
264,2.953577,6.401774,13.989362,6
265,1.691760,2.209526,14.865081,6
266,4.648750,0.643063,13.782000,5
267,1.226161,6.303074,16.433524,6
268,3.423970,1.827490,14.172100,5
269,5.830884,2.757237,16.872600,5
270,4.723384,3.626463,15.890995,5
271,2.446308,5.364263,15.398638,6
272,1.091584,2.687110,12.186138,6
273,4.584316,6.498220,13.961569,5
274,-0.079508,7.001590,10.626181,6
275,3.851361,4.548884,10.619343,5
276,4.911484,0.542763,11.935769,5
277,1.530116,6.666137,13.002624,6
278,6.421618,3.383274,12.036276,7
279,5.675823,4.563684,14.618938,6
280,4.125684,3.860574,12.323838,5
281,5.688647,6.059737,15.483938,6
282,4.201823,3.622950,9.284381,6
283,1.678777,6.624130,11.375849,6
284,1.547950,5.058937,14.018757,6
285,2.493584,1.564374,11.112538,5
286,0.808408,5.444021,10.508281,6
287,4.502292,4.377537,17.452445,9
288,2.476720,5.621600,10.236462,6
289,3.812192,2.810674,11.017900,6
290,1.626400,3.387474,13.567900,5
291,0.585792,5.166360,15.425681,6
292,0.684103,15.029800,15.605200,7
293,4.793400,6.229137,16.941869,4
294,5.297588,1.885747,11.077369,5
295,6.135584,2.113237,9.662557,5
296,0.705508,2.144060,10.352743,6
297,2.815092,2.526384,12.611581,6
298,0.172431,6.003537,13.731262,6
299,1.440660,0.784447,16.063159,7
300,5.486048,3.637810,13.301457,4
301,1.470192,0.796626,14.289300,5
302,10.594292,3.741710,13.509381,4
303,10.113523,6.641937,14.147800,4
