P_GPa,T_K,x_B,n_frames,k,S_cc,weight
0,1200,0.1,1251,1.69,0.04914074347,1.414213562
0,1200,0.1,1251,1.7,0.09438711787,4.472135955
0,1200,0.1,1251,1.71,0.1277646919,2
0,1200,0.1,1251,1.72,0.07477311644,2
0,1200,0.1,1251,1.73,0.0756067881,2.828427125
0,1200,0.1,1251,1.75,0.08593573526,4
0,1200,0.1,1251,1.76,0.09825164204,2
0,1200,0.1,1251,1.78,0.07318948166,2
0,1200,0.1,1251,1.79,0.1246279284,2.828427125
0,1200,0.1,1251,1.8,0.09769956937,2.828427125
0,1200,0.1,1251,1.81,0.09039770597,2.828427125
0,1200,0.1,1251,1.84,0.09091347473,2
0,1200,0.1,1251,1.85,0.1097011062,2.828427125
0,1200,0.1,1251,1.88,0.0731503186,2
0,1200,0.1,1251,1.89,0.08178664916,2.828427125
0,1200,0.1,1251,1.9,0.0784211442,2.828427125
0,1200,0.1,1251,1.95,0.09292091089,4
0,1200,0.1,1251,1.96,0.1250030044,2.828427125
0,1200,0.1,1251,1.97,0.1179637818,2.828427125
0,1200,0.1,1251,1.98,0.0739463034,3.16227766
0,1200,0.1,1251,2,0.1141583531,2
0,1200,0.1,1251,2.01,0.08468861637,2
0,1200,0.1,1251,2.03,0.09299712364,4.472135955
0,1200,0.1,1251,2.04,0.1060769629,2.828427125
0,1200,0.1,1251,2.05,0.07733723866,2.828427125
0,1200,0.1,1251,2.06,0.06273013743,2
0,1200,0.1,1251,2.07,0.1067684867,2.828427125
0,1200,0.1,1251,2.1,0.08665256104,2.828427125
0,1200,0.1,1251,2.12,0.09123607525,2.828427125
0,1200,0.1,1251,2.13,0.09780629976,2.828427125
0,1200,0.1,1251,2.15,0.1444838468,2
0,1200,0.1,1251,2.16,0.09931358307,2
0,1200,0.1,1251,2.17,0.1170611253,2.828427125
0,1200,0.1,1251,2.19,0.1004296953,2.828427125
0,1200,0.1,1251,2.22,0.1222104328,2.828427125
0,1200,0.1,1251,2.24,0.09810208651,2.828427125
0,1200,0.1,1251,2.25,0.09548978404,3.464101615
0,1200,0.1,1251,2.26,0.06937968776,2
0,1200,0.1,1251,2.27,0.1132130621,2.828427125
0,1200,0.1,1251,2.3,0.09115505799,2.828427125
0,1200,0.1,1251,2.31,0.09564710235,2.828427125
0,1200,0.1,1251,2.32,0.09497203298,2.828427125
0,1200,0.1,1251,2.35,0.1252235483,2
0,1200,0.1,1251,2.37,0.1456245596,2.828427125
0,1200,0.1,1251,2.4,0.1220561238,2.828427125
0,1200,0.1,1251,2.42,0.09916577898,4
0,1200,0.1,1251,2.49,0.1456489878,2.828427125
0,1200,0.1,1251,2.5,0.1068226898,2.828427125
0,1200,0.1,1251,2.6,0.1206653216,2.828427125
0,1200,0.1,1251,2.61,0.1028178831,2
0,1200,0.1,1251,2.62,0.09667103685,2.828427125
0,1200,0.1,1251,2.66,0.1031337561,2.828427125
0,1200,0.1,1251,2.73,0.1120201638,2.828427125
0,1200,0.1,1251,2.83,0.07298098654,2.828427125
0,1200,0.2,1251,0.51,0.03210189077,1.414213562
0,1200,0.2,1251,0.52,0.04139758454,1.414213562
0,1200,0.2,1251,0.53,0.02963572063,1.414213562
0,1200,0.2,1251,0.72,0.06606642816,2
0,1200,0.2,1251,0.74,0.03963083566,2.828427125
0,1200,0.2,1251,0.9,0.07537573273,2.828427125
0,1200,0.2,1251,1.02,0.06230705003,1.414213562
0,1200,0.2,1251,1.03,0.06019112958,1.414213562
0,1200,0.2,1251,1.06,0.06832265983,1.414213562
0,1200,0.2,1251,1.14,0.06108751339,2
0,1200,0.2,1251,1.15,0.08984263748,2.828427125
0,1200,0.2,1251,1.16,0.08648132442,2
0,1200,0.2,1251,1.18,0.125764539,2.828427125
0,1200,0.2,1251,1.26,0.1103310862,2.828427125
0,1200,0.2,1251,1.27,0.1559292898,2.828427125
0,1200,0.2,1251,1.29,0.1257573479,2.828427125
0,1200,0.2,1251,1.45,0.2284689779,2
0,1200,0.2,1251,1.47,0.1264223522,2
0,1200,0.2,1251,1.48,0.1712690602,2
0,1200,0.2,1251,1.52,0.05228939053,1.414213562
0,1200,0.2,1251,1.54,0.1007426133,2.828427125
0,1200,0.2,1251,1.55,0.09288136099,1.414213562
0,1200,0.2,1251,1.56,0.1715178066,2.828427125
0,1200,0.2,1251,1.57,0.11585769,2.828427125
0,1200,0.2,1251,1.6,0.1004398363,1.414213562
0,1200,0.2,1251,1.61,0.08937643425,2.828427125
0,1200,0.2,1251,1.63,0.1256181106,2
0,1200,0.2,1251,1.64,0.07417067769,2
0,1200,0.2,1251,1.67,0.1987008089,2
0,1200,0.2,1251,1.68,0.1119840625,2
0,1200,0.2,1251,1.69,0.2013517987,2.828427125
0,1200,0.2,1251,1.71,0.1254374046,2.828427125
0,1200,0.2,1251,1.75,0.1144855397,2.828427125
0,1200,0.2,1251,1.8,0.1251433359,2.828427125
0,1200,0.2,1251,1.84,0.2224778153,2
0,1200,0.2,1251,1.85,0.1750656443,2
0,1200,0.2,1251,1.86,0.1161573769,2
0,1200,0.2,1251,1.88,0.2367784746,2
0,1200,0.2,1251,1.89,0.1755951048,2
0,1200,0.2,1251,1.9,0.2342376156,2
0,1200,0.2,1251,1.92,0.240023795,2.828427125
0,1200,0.2,1251,1.93,0.1451011412,4
0,1200,0.2,1251,1.95,0.1517079014,2.828427125
0,1200,0.2,1251,1.96,0.2386597894,2.828427125
0,1200,0.2,1251,1.97,0.1549052241,2.828427125
0,1200,0.2,1251,2.03,0.4973007755,1.414213562
0,1200,0.2,1251,2.06,0.2635722887,1.414213562
0,1200,0.2,1251,2.1,0.2604007789,2.828427125
0,1200,0.2,1251,2.13,0.2275840155,4.242640687
0,1200,0.2,1251,2.14,0.4219967575,2.828427125
0,1200,0.2,1251,2.15,0.2502883025,2.828427125
0,1200,0.2,1251,2.16,0.2313265744,2.828427125
0,1200,0.2,1251,2.17,0.1780666145,2
0,1200,0.2,1251,2.19,0.1952917048,4
0,1200,0.2,1251,2.21,0.1454886716,2
0,1200,0.2,1251,2.22,0.1345192892,2
0,1200,0.2,1251,2.24,0.223939169,2.828427125
0,1200,0.2,1251,2.25,0.2256759118,2.828427125
0,1200,0.2,1251,2.27,0.1264057535,2.828427125
0,1200,0.2,1251,2.28,0.1770912315,3.464101615
0,1200,0.2,1251,2.29,0.170182937,2
0,1200,0.2,1251,2.3,0.199777216,2
0,1200,0.2,1251,2.32,0.3651647394,2
0,1200,0.2,1251,2.34,0.1581344613,2.828427125
0,1200,0.2,1251,2.35,0.2434960965,2.828427125
0,1200,0.2,1251,2.36,0.2593318655,4
0,1200,0.2,1251,2.38,0.2435382589,2.828427125
0,1200,0.2,1251,2.41,0.2865940841,2.828427125
0,1200,0.2,1251,2.42,0.1997965663,4
0,1200,0.2,1251,2.44,0.2310480798,4
0,1200,0.2,1251,2.52,0.2620405333,2.828427125
0,1200,0.2,1251,2.53,0.2407119551,2.828427125
0,1200,0.2,1251,2.55,0.1937004953,2
0,1200,0.2,1251,2.57,0.2409389824,3.464101615
0,1200,0.2,1251,2.58,0.2039526237,2
0,1200,0.2,1251,2.61,0.1735641663,3.464101615
0,1200,0.2,1251,2.62,0.168397424,3.464101615
0,1200,0.2,1251,2.63,0.1734331573,3.464101615
0,1200,0.2,1251,2.66,0.1677129544,2.828427125
0,1200,0.2,1251,2.67,0.1982580247,2.828427125
0,1200,0.2,1251,2.68,0.2033033204,2.828427125
0,1200,0.2,1251,2.7,0.2063949,2.828427125
0,1200,0.2,1251,2.77,0.1876705128,2.828427125
0,1200,0.2,1251,2.78,0.2803430088,4
0,1200,0.2,1251,2.8,0.2248318296,2.828427125
0,1200,0.2,1251,2.81,0.2653900858,2.828427125
0,1200,0.2,1251,2.82,0.2564077611,2.828427125
0,1200,0.2,1251,2.9,0.3095976014,2
0,1200,0.2,1251,2.94,0.1631457245,3.464101615
0,1200,0.2,1251,2.96,0.2171909064,2
0,1200,0.2,1251,2.99,0.1681914938,2.828427125
0,1200,0.2,1251,3.01,0.1535409548,4
0,1200,0.2,1251,3.02,0.2007060239,2.828427125
0,1200,0.2,1251,3.04,0.1215333958,2.828427125
0,1200,0.2,1251,3.09,0.1136438703,2.828427125
0,1200,0.2,1251,3.12,0.129988271,2.828427125
0,1200,0.2,1251,3.13,0.1088202907,2.828427125
0,1200,0.2,1251,3.31,0.1042229582,2.828427125
0,1200,0.2,1251,3.32,0.09628873605,2.828427125
0,1200,0.2,1251,3.33,0.08381089849,2.828427125
0,1200,0.2,1251,3.59,0.07526023406,2.828427125
0,1200,0.3,1251,0.34,0.008442392708,1.414213562
0,1200,0.3,1251,0.41,0.004599106052,1.414213562
0,1200,0.3,1251,0.49,0.02799558815,1.414213562
0,1200,0.3,1251,0.53,0.0454874257,2
0,1200,0.3,1251,0.59,0.05683447334,2
0,1200,0.3,1251,0.64,0.05593540233,2
0,1200,0.3,1251,0.67,0.06627842351,1.414213562
0,1200,0.3,1251,0.72,0.05918867227,2.828427125
0,1200,0.3,1251,0.79,0.0385177078,2
0,1200,0.3,1251,0.81,0.02142611357,1.414213562
0,1200,0.3,1251,0.83,0.01828909391,2
0,1200,0.3,1251,0.88,0.04526147328,2
0,1200,0.3,1251,0.93,0.09228125348,2.828427125
0,1200,0.3,1251,0.95,0.09485811011,2
0,1200,0.3,1251,0.98,0.04358855527,1.414213562
0,1200,0.3,1251,1.01,0.05597511374,3.16227766
0,1200,0.3,1251,1.04,0.058316427,2
0,1200,0.3,1251,1.05,0.04616380446,2
0,1200,0.3,1251,1.06,0.03393385567,2
0,1200,0.3,1251,1.09,0.03889247458,2
0,1200,0.3,1251,1.11,0.1219427476,2.828427125
0,1200,0.3,1251,1.12,0.1474136822,2
0,1200,0.3,1251,1.16,0.1345757899,2.828427125
0,1200,0.3,1251,1.19,0.07510329314,3.464101615
0,1200,0.3,1251,1.22,0.02467871169,1.414213562
0,1200,0.3,1251,1.26,0.1433413413,3.464101615
0,1200,0.3,1251,1.27,0.09646555468,2
0,1200,0.3,1251,1.29,0.1278964606,2
0,1200,0.3,1251,1.31,0.07033379429,2
0,1200,0.3,1251,1.32,0.1076190075,2.828427125
0,1200,0.3,1251,1.35,0.1654958087,3.16227766
0,1200,0.3,1251,1.38,0.2113244833,2.828427125
0,1200,0.3,1251,1.39,0.09069199007,2
0,1200,0.3,1251,1.41,0.1043186491,2.828427125
0,1200,0.3,1251,1.43,0.2396404632,2
0,1200,0.3,1251,1.44,0.1136501411,2.828427125
0,1200,0.3,1251,1.46,0.1652132393,2.828427125
0,1200,0.3,1251,1.47,0.09526128575,3.16227766
0,1200,0.3,1251,1.49,0.1427287284,2.828427125
0,1200,0.3,1251,1.51,0.09635195014,2
0,1200,0.3,1251,1.53,0.05509786492,2
0,1200,0.3,1251,1.56,0.2121861304,3.464101615
0,1200,0.3,1251,1.57,0.2473781927,2
0,1200,0.3,1251,1.58,0.1840986331,2
0,1200,0.3,1251,1.6,0.1913569175,2.828427125
0,1200,0.3,1251,1.62,0.1880741653,3.741657387
0,1200,0.3,1251,1.65,0.1707866688,2.828427125
0,1200,0.3,1251,1.66,0.1772248737,4
0,1200,0.3,1251,1.67,0.1712178078,2.828427125
0,1200,0.3,1251,1.68,0.1861057589,2
0,1200,0.3,1251,1.7,0.2547012125,3.464101615
0,1200,0.3,1251,1.71,0.1776736842,4
0,1200,0.3,1251,1.73,0.2062540973,2.828427125
0,1200,0.3,1251,1.76,0.2344145851,2
0,1200,0.3,1251,1.78,0.1552515718,2
0,1200,0.3,1251,1.81,0.1607370216,3.464101615
0,1200,0.3,1251,1.82,0.2155977227,2.828427125
0,1200,0.3,1251,1.83,0.2322951197,2.828427125
0,1200,0.3,1251,1.85,0.2378842619,2.828427125
0,1200,0.3,1251,1.86,0.2416997938,2.828427125
0,1200,0.3,1251,1.88,0.2139826803,2.828427125
0,1200,0.3,1251,1.9,0.1152125719,2
0,1200,0.3,1251,1.91,0.2275806009,2.828427125
0,1200,0.3,1251,1.93,0.2122294824,2.828427125
0,1200,0.3,1251,1.94,0.4187453178,2.828427125
0,1200,0.3,1251,1.96,0.1570157032,3.16227766
0,1200,0.3,1251,1.97,0.2499203036,2.828427125
0,1200,0.3,1251,1.99,0.1590889708,2.828427125
0,1200,0.3,1251,2,0.3443404597,2
0,1200,0.3,1251,2.01,0.2736839668,2.828427125
0,1200,0.3,1251,2.02,0.3166328648,2.828427125
0,1200,0.3,1251,2.03,0.2914882336,4
0,1200,0.3,1251,2.06,0.3322770336,2.828427125
0,1200,0.3,1251,2.07,0.1710393192,2
0,1200,0.3,1251,2.11,0.3773233995,3.464101615
0,1200,0.3,1251,2.12,0.2302222763,2
0,1200,0.3,1251,2.15,0.3154140589,4.898979486
0,1200,0.3,1251,2.16,0.3793271521,4
0,1200,0.3,1251,2.19,0.5974713824,2
0,1200,0.3,1251,2.21,0.4020168501,2
0,1200,0.3,1251,2.22,0.4156452603,2.828427125
0,1200,0.3,1251,2.23,0.5674455101,2.828427125
0,1200,0.3,1251,2.24,0.2448667803,2.828427125
0,1200,0.3,1251,2.29,0.1801824576,2.828427125
0,1200,0.3,1251,2.31,0.6140695971,2
0,1200,0.3,1251,2.32,0.2797400914,2.828427125
0,1200,0.3,1251,2.33,0.1981606808,2.828427125
0,1200,0.3,1251,2.34,0.4212170263,2.828427125
0,1200,0.3,1251,2.35,0.1466078714,2.828427125
0,1200,0.3,1251,2.38,0.1371929337,2
0,1200,0.3,1251,2.4,0.347517202,2.828427125
0,1200,0.3,1251,2.41,0.3842799987,4
0,1200,0.3,1251,2.51,0.2655653481,2.828427125
0,1200,0.3,1251,2.52,0.3503363211,2.828427125
0,1200,0.3,1251,2.55,0.1732573822,2
0,1200,0.3,1251,2.57,0.3512239234,4
0,1200,0.3,1251,2.63,0.5406313809,2.828427125
0,1200,0.3,1251,2.67,0.3269255476,2.828427125
0,1200,0.3,1251,2.74,0.4216653726,2.828427125
0,1200,0.3,1251,2.88,0.2459002696,2.828427125
0,1200,0.4,1251,0.36,0.01201281231,1.414213562
0,1200,0.4,1251,0.39,0.04354537198,1.414213562
0,1200,0.4,1251,0.51,0.02052405076,1.414213562
0,1200,0.4,1251,0.53,0.05518133357,2
0,1200,0.4,1251,0.63,0.01524275736,2
0,1200,0.4,1251,0.64,0.04563216378,2
0,1200,0.4,1251,0.72,0.042866492,1.414213562
0,1200,0.4,1251,0.74,0.03328542414,2.828427125
0,1200,0.4,1251,0.79,0.04359408635,1.414213562
0,1200,0.4,1251,0.82,0.04298976557,2
0,1200,0.4,1251,0.87,0.01531202395,2
0,1200,0.4,1251,0.88,0.04335406126,2
0,1200,0.4,1251,0.94,0.05162145464,2
0,1200,0.4,1251,0.97,0.02235309516,2.828427125
0,1200,0.4,1251,1,0.04401003274,2.828427125
0,1200,0.4,1251,1.02,0.0298240967,1.414213562
0,1200,0.4,1251,1.07,0.02939308906,2
0,1200,0.4,1251,1.08,0.06252605652,2.449489743
0,1200,0.4,1251,1.09,0.0240060155,2
0,1200,0.4,1251,1.15,0.08122444009,3.464101615
0,1200,0.4,1251,1.18,0.06287903436,3.16227766
0,1200,0.4,1251,1.19,0.02845314996,2
0,1200,0.4,1251,1.23,0.04917651791,2
0,1200,0.4,1251,1.25,0.08741770924,2
0,1200,0.4,1251,1.26,0.09220531607,2.828427125
0,1200,0.4,1251,1.29,0.1270954057,2.828427125
0,1200,0.4,1251,1.31,0.1369968127,2.828427125
0,1200,0.4,1251,1.34,0.08241222522,4.472135955
0,1200,0.4,1251,1.38,0.1296155828,2
0,1200,0.4,1251,1.43,0.1752092536,2.828427125
0,1200,0.4,1251,1.44,0.2540326235,1.414213562
0,1200,0.4,1251,1.47,0.211654758,2.828427125
0,1200,0.4,1251,1.48,0.09031402906,2.828427125
0,1200,0.4,1251,1.49,0.1815076496,2.828427125
0,1200,0.4,1251,1.53,0.1143545915,2.449489743
0,1200,0.4,1251,1.54,0.08654064432,2.828427125
0,1200,0.4,1251,1.56,0.1479992009,2
0,1200,0.4,1251,1.57,0.2138888778,2.449489743
0,1200,0.4,1251,1.58,0.1493173868,3.464101615
0,1200,0.4,1251,1.6,0.1554888766,3.464101615
0,1200,0.4,1251,1.61,0.0721100187,2
0,1200,0.4,1251,1.62,0.1611914367,2.828427125
0,1200,0.4,1251,1.64,0.07566060853,2
0,1200,0.4,1251,1.65,0.2179184871,2
0,1200,0.4,1251,1.68,0.09517978957,4
0,1200,0.4,1251,1.69,0.1100793445,3.464101615
0,1200,0.4,1251,1.72,0.1900491715,4.472135955
0,1200,0.4,1251,1.73,0.2104995132,2
0,1200,0.4,1251,1.74,0.1886497635,2.828427125
0,1200,0.4,1251,1.76,0.1656331895,2.828427125
0,1200,0.4,1251,1.77,0.5201461242,2
0,1200,0.4,1251,1.8,0.1386137288,2.828427125
0,1200,0.4,1251,1.81,0.1414591819,2.828427125
0,1200,0.4,1251,1.86,0.2075701428,2
0,1200,0.4,1251,1.87,0.2580434237,2.828427125
0,1200,0.4,1251,1.88,0.1504242554,2.828427125
0,1200,0.4,1251,1.9,0.3458434211,2.828427125
0,1200,0.4,1251,1.91,0.3288057658,3.464101615
0,1200,0.4,1251,1.92,0.2714432582,2.828427125
0,1200,0.4,1251,1.93,0.4014494425,4.472135955
0,1200,0.4,1251,1.97,0.2998303334,2.828427125
0,1200,0.4,1251,1.98,0.2610847515,2.828427125
0,1200,0.4,1251,2.01,0.4928874391,2.828427125
0,1200,0.4,1251,2.03,0.477343341,2.828427125
0,1200,0.4,1251,2.04,0.2446578053,1.414213562
0,1200,0.4,1251,2.06,0.6046037717,2.828427125
0,1200,0.4,1251,2.08,0.5374368646,2.828427125
0,1200,0.4,1251,2.1,0.5172915941,2
0,1200,0.4,1251,2.11,0.2069879226,2.828427125
0,1200,0.4,1251,2.12,0.2009547993,2.828427125
0,1200,0.4,1251,2.13,0.3972588119,2
0,1200,0.4,1251,2.14,0.1390919764,2.828427125
0,1200,0.4,1251,2.16,0.233468128,2.828427125
0,1200,0.4,1251,2.17,0.618166291,2
0,1200,0.4,1251,2.19,0.3442314311,3.464101615
0,1200,0.4,1251,2.2,0.7003528391,3.464101615
0,1200,0.4,1251,2.22,0.6071072539,4
0,1200,0.4,1251,2.23,0.653952573,2.828427125
0,1200,0.4,1251,2.25,0.2651137533,2.828427125
0,1200,0.4,1251,2.31,0.70426121,4.472135955
0,1200,0.4,1251,2.34,1.017587413,2.828427125
0,1200,0.4,1251,2.36,0.8319583325,2
0,1200,0.4,1251,2.37,0.2460324059,2.828427125
0,1200,0.4,1251,2.39,0.2617160045,2.828427125
0,1200,0.4,1251,2.41,0.4782048712,2.828427125
0,1200,0.4,1251,2.44,0.5237663994,2.828427125
0,1200,0.4,1251,2.45,0.2535922175,2.828427125
0,1200,0.4,1251,2.47,0.2325004842,2.828427125
0,1200,0.4,1251,2.5,0.2669978014,2
0,1200,0.4,1251,2.53,0.2356595427,2.828427125
0,1200,0.4,1251,2.58,0.3961765829,2
0,1200,0.4,1251,2.6,0.3084249102,4
0,1200,0.4,1251,2.62,0.2278544598,2.828427125
0,1200,0.4,1251,2.63,0.3210092337,2.828427125
0,1200,0.4,1251,2.68,0.4419603347,2.828427125
0,1200,0.4,1251,2.76,0.2703630481,2.828427125
0,1200,0.4,1251,2.8,0.1376079738,2.828427125
0,1200,0.4,1251,2.95,0.2227250555,2.828427125
0,1200,0.5,1251,0.37,0.03882886804,1.414213562
0,1200,0.5,1251,0.42,0.02977906665,1.414213562
0,1200,0.5,1251,0.44,0.01873245605,1.414213562
0,1200,0.5,1251,0.56,0.06578732823,2
0,1200,0.5,1251,0.58,0.05738208747,2
0,1200,0.5,1251,0.61,0.0485399625,2
0,1200,0.5,1251,0.72,0.03254371638,2.828427125
0,1200,0.5,1251,0.74,0.01056698385,1.414213562
0,1200,0.5,1251,0.85,0.03598739874,1.414213562
0,1200,0.5,1251,0.86,0.03156510544,2
0,1200,0.5,1251,0.87,0.06245556307,2
0,1200,0.5,1251,0.88,0.03407691948,1.414213562
0,1200,0.5,1251,0.93,0.06404083923,2
0,1200,0.5,1251,0.96,0.03652706712,4
0,1200,0.5,1251,0.98,0.01608612776,2
0,1200,0.5,1251,1.03,0.05227959556,2.828427125
0,1200,0.5,1251,1.05,0.04704177701,2.828427125
0,1200,0.5,1251,1.12,0.05039879687,1.414213562
0,1200,0.5,1251,1.13,0.07343882408,2
0,1200,0.5,1251,1.15,0.05011984308,2
0,1200,0.5,1251,1.19,0.04650590818,2
0,1200,0.5,1251,1.2,0.0541076301,2
0,1200,0.5,1251,1.21,0.05278040506,2.828427125
0,1200,0.5,1251,1.23,0.06996986593,3.464101615
0,1200,0.5,1251,1.27,0.08597817919,3.16227766
0,1200,0.5,1251,1.28,0.1269804555,2.828427125
0,1200,0.5,1251,1.32,0.04001254132,1.414213562
0,1200,0.5,1251,1.33,0.1265676382,2
0,1200,0.5,1251,1.35,0.07464846547,2
0,1200,0.5,1251,1.37,0.1625298303,2
0,1200,0.5,1251,1.39,0.1445490908,2
0,1200,0.5,1251,1.4,0.09488712755,3.464101615
0,1200,0.5,1251,1.42,0.1358086267,2
0,1200,0.5,1251,1.43,0.1293692513,2.828427125
0,1200,0.5,1251,1.44,0.1094022783,2.828427125
0,1200,0.5,1251,1.47,0.1040644155,2.828427125
0,1200,0.5,1251,1.48,0.06717388433,2
0,1200,0.5,1251,1.49,0.1144728984,3.16227766
0,1200,0.5,1251,1.52,0.1189106051,2
0,1200,0.5,1251,1.54,0.09543754936,2.828427125
0,1200,0.5,1251,1.55,0.08399939599,3.464101615
0,1200,0.5,1251,1.57,0.05859714756,2
0,1200,0.5,1251,1.58,0.1764875623,2.828427125
0,1200,0.5,1251,1.59,0.2449457425,2.828427125
0,1200,0.5,1251,1.61,0.1727726452,2.828427125
0,1200,0.5,1251,1.62,0.186697847,2.828427125
0,1200,0.5,1251,1.66,0.1960250404,2.828427125
0,1200,0.5,1251,1.69,0.08757804058,2
0,1200,0.5,1251,1.7,0.06385567183,1.414213562
0,1200,0.5,1251,1.71,0.227422304,2
0,1200,0.5,1251,1.72,0.3197142748,2.828427125
0,1200,0.5,1251,1.73,0.1320185393,2.828427125
0,1200,0.5,1251,1.74,0.2377156063,3.464101615
0,1200,0.5,1251,1.75,0.1882686295,2.828427125
0,1200,0.5,1251,1.76,0.192201422,2.449489743
0,1200,0.5,1251,1.77,0.3642152115,2.828427125
0,1200,0.5,1251,1.78,0.2370289215,4
0,1200,0.5,1251,1.8,0.1970329664,3.464101615
0,1200,0.5,1251,1.82,0.191067509,2
0,1200,0.5,1251,1.84,0.3050727145,2
0,1200,0.5,1251,1.85,0.1691204762,2.828427125
0,1200,0.5,1251,1.86,0.5909237103,2
0,1200,0.5,1251,1.87,0.3651676039,2.828427125
0,1200,0.5,1251,1.91,0.204879959,4
0,1200,0.5,1251,1.92,0.3819551625,2.828427125
0,1200,0.5,1251,1.93,0.44204794,4
0,1200,0.5,1251,1.95,0.6135683301,2.828427125
0,1200,0.5,1251,1.96,0.5441961656,4
0,1200,0.5,1251,1.98,0.3077112424,2.828427125
0,1200,0.5,1251,1.99,0.4265747451,3.464101615
0,1200,0.5,1251,2.01,0.3148887113,2.828427125
0,1200,0.5,1251,2.03,0.2515303157,2
0,1200,0.5,1251,2.04,0.4095865974,2.828427125
0,1200,0.5,1251,2.05,0.4530591256,2.828427125
0,1200,0.5,1251,2.08,0.3388192242,2.828427125
0,1200,0.5,1251,2.09,0.3559353977,2
0,1200,0.5,1251,2.1,0.5983919337,2.828427125
0,1200,0.5,1251,2.13,0.1926903443,2.828427125
0,1200,0.5,1251,2.15,0.4290128148,4.472135955
0,1200,0.5,1251,2.17,0.6910973601,2.828427125
0,1200,0.5,1251,2.18,0.2675079738,2
0,1200,0.5,1251,2.19,0.4281785174,2.828427125
0,1200,0.5,1251,2.21,0.4160024241,2.828427125
0,1200,0.5,1251,2.22,0.380876717,2.828427125
0,1200,0.5,1251,2.25,0.8419138208,2.828427125
0,1200,0.5,1251,2.26,0.3363879542,2
0,1200,0.5,1251,2.28,0.6789128316,2.828427125
0,1200,0.5,1251,2.3,0.5999957189,4
0,1200,0.5,1251,2.31,0.2116651266,2
0,1200,0.5,1251,2.35,0.410684691,2.828427125
0,1200,0.5,1251,2.36,0.3665538187,2.828427125
0,1200,0.5,1251,2.43,0.6076714353,4
0,1200,0.5,1251,2.45,0.4322338806,3.464101615
0,1200,0.5,1251,2.46,0.6915618126,2.828427125
0,1200,0.5,1251,2.48,0.5974676132,2.828427125
0,1200,0.5,1251,2.56,0.4145710251,2.828427125
0,1200,0.5,1251,2.62,0.5111932177,2.828427125
0,1200,0.5,1251,2.64,0.6622953361,2.828427125
0,1200,0.5,1251,2.69,0.3609189739,2.828427125
0,1200,0.5,1251,2.87,0.3432210509,2.828427125
0,1200,0.6,1251,0.37,0.08393384354,1.414213562
