P_GPa,T_K,x_B,n_frames,k,S_cc,weight
0,1500,0.2,1251,2.54,0.2720207427,2
0,1500,0.2,1251,2.55,0.2618681783,3.464101615
0,1500,0.2,1251,2.56,0.256398725,2
0,1500,0.2,1251,2.59,0.2046466561,3.464101615
0,1500,0.2,1251,2.6,0.2222831022,3.464101615
0,1500,0.2,1251,2.61,0.196191438,2
0,1500,0.2,1251,2.62,0.2208887613,2.828427125
0,1500,0.2,1251,2.64,0.229056619,2.828427125
0,1500,0.2,1251,2.65,0.2179081573,2.828427125
0,1500,0.2,1251,2.66,0.2242645753,2.828427125
0,1500,0.2,1251,2.68,0.2343742659,2.828427125
0,1500,0.2,1251,2.75,0.2141365784,2.828427125
0,1500,0.2,1251,2.76,0.2075109695,4
0,1500,0.2,1251,2.78,0.2281865448,2.828427125
0,1500,0.2,1251,2.79,0.2330266908,2.828427125
0,1500,0.2,1251,2.8,0.2216107502,2.828427125
0,1500,0.2,1251,2.87,0.2099203375,2
0,1500,0.2,1251,2.92,0.2065293886,3.464101615
0,1500,0.2,1251,2.94,0.1790612206,2
0,1500,0.2,1251,2.96,0.2099506385,2.828427125
0,1500,0.2,1251,2.98,0.1865382154,2.828427125
0,1500,0.2,1251,2.99,0.1621337654,2.828427125
0,1500,0.2,1251,3,0.1612765436,2.828427125
0,1500,0.2,1251,3.02,0.167712253,2.828427125
0,1500,0.2,1251,3.06,0.1310321487,2.828427125
0,1500,0.2,1251,3.09,0.1379295217,2.828427125
0,1500,0.2,1251,3.11,0.1205283441,2.828427125
0,1500,0.2,1251,3.28,0.108407302,2.828427125
0,1500,0.2,1251,3.3,0.106979366,2.828427125
0,1500,0.2,1251,3.31,0.1044269812,2.828427125
0,1500,0.2,1251,3.57,0.110047822,2.828427125
0,1500,0.3,1251,0.33,0.04847637592,1.414213562
0,1500,0.3,1251,0.4,0.03540974248,1.414213562
0,1500,0.3,1251,0.49,0.04485953741,1.414213562
0,1500,0.3,1251,0.52,0.04824255858,2
0,1500,0.3,1251,0.59,0.04274181282,2
0,1500,0.3,1251,0.63,0.05533198933,2
0,1500,0.3,1251,0.67,0.07657582034,1.414213562
0,1500,0.3,1251,0.71,0.05581285641,2.828427125
0,1500,0.3,1251,0.78,0.07150646592,2
0,1500,0.3,1251,0.81,0.05157152138,1.414213562
0,1500,0.3,1251,0.83,0.09372073159,2
0,1500,0.3,1251,0.87,0.05174529133,2
0,1500,0.3,1251,0.92,0.08211026837,2.828427125
0,1500,0.3,1251,0.94,0.06388187702,2
0,1500,0.3,1251,0.97,0.05356409191,1.414213562
0,1500,0.3,1251,1,0.07641094507,3.16227766
0,1500,0.3,1251,1.03,0.09001462124,2
0,1500,0.3,1251,1.05,0.0757381496,2.828427125
0,1500,0.3,1251,1.08,0.09278531949,2
0,1500,0.3,1251,1.11,0.08234912383,3.464101615
0,1500,0.3,1251,1.15,0.1089028228,2.828427125
0,1500,0.3,1251,1.18,0.0964763729,3.464101615
0,1500,0.3,1251,1.21,0.09101318751,1.414213562
0,1500,0.3,1251,1.25,0.1189679028,3.464101615
0,1500,0.3,1251,1.26,0.1440694586,2
0,1500,0.3,1251,1.29,0.1386200266,2
0,1500,0.3,1251,1.3,0.1197459251,2
0,1500,0.3,1251,1.31,0.09755155398,2.828427125
0,1500,0.3,1251,1.34,0.136327341,1.414213562
0,1500,0.3,1251,1.35,0.1413958579,2.828427125
0,1500,0.3,1251,1.37,0.1345019449,2.828427125
0,1500,0.3,1251,1.38,0.1085182634,2
0,1500,0.3,1251,1.39,0.1351686264,2
0,1500,0.3,1251,1.4,0.14408141,2
0,1500,0.3,1251,1.42,0.1270969594,2
0,1500,0.3,1251,1.43,0.183051544,2.828427125
0,1500,0.3,1251,1.45,0.1319629359,2.828427125
0,1500,0.3,1251,1.46,0.1273231884,3.16227766
0,1500,0.3,1251,1.48,0.1443880294,2.828427125
0,1500,0.3,1251,1.5,0.1399695434,2
0,1500,0.3,1251,1.51,0.1260672346,2
0,1500,0.3,1251,1.55,0.1765605642,3.464101615
0,1500,0.3,1251,1.56,0.1642617119,2
0,1500,0.3,1251,1.57,0.1314676964,2
0,1500,0.3,1251,1.59,0.1502584694,2.828427125
0,1500,0.3,1251,1.61,0.160764537,3.741657387
0,1500,0.3,1251,1.63,0.1791598845,2.828427125
0,1500,0.3,1251,1.64,0.2081945663,2.828427125
0,1500,0.3,1251,1.65,0.1784180481,2.828427125
0,1500,0.3,1251,1.66,0.197246196,2.828427125
0,1500,0.3,1251,1.67,0.2230690787,2
0,1500,0.3,1251,1.68,0.1805733042,2
0,1500,0.3,1251,1.69,0.2265063644,2.828427125
0,1500,0.3,1251,1.7,0.1987567235,4
0,1500,0.3,1251,1.72,0.2228289669,2.828427125
0,1500,0.3,1251,1.74,0.1596792715,2
0,1500,0.3,1251,1.77,0.2456904289,2
0,1500,0.3,1251,1.8,0.2352632943,3.464101615
0,1500,0.3,1251,1.81,0.2412528967,2.828427125
0,1500,0.3,1251,1.82,0.1994147027,2.828427125
0,1500,0.3,1251,1.84,0.2697208295,2.828427125
0,1500,0.3,1251,1.85,0.2637865393,2.828427125
0,1500,0.3,1251,1.87,0.2625518428,2.828427125
0,1500,0.3,1251,1.88,0.2251372095,2
0,1500,0.3,1251,1.9,0.2286411849,2.828427125
0,1500,0.3,1251,1.91,0.2284731736,2.828427125
0,1500,0.3,1251,1.92,0.2567608088,2.828427125
0,1500,0.3,1251,1.95,0.250949799,3.16227766
0,1500,0.3,1251,1.96,0.2266805077,2.828427125
0,1500,0.3,1251,1.98,0.2490798102,2.828427125
0,1500,0.3,1251,1.99,0.2200068535,2
0,1500,0.3,1251,2,0.2861116153,2.828427125
0,1500,0.3,1251,2.01,0.2925100958,2.828427125
0,1500,0.3,1251,2.02,0.2741348869,4
0,1500,0.3,1251,2.05,0.2919944702,2.828427125
0,1500,0.3,1251,2.06,0.2760981111,2
0,1500,0.3,1251,2.09,0.2887394614,2
0,1500,0.3,1251,2.1,0.3454805418,2.828427125
0,1500,0.3,1251,2.11,0.2287658434,2
0,1500,0.3,1251,2.13,0.3169784283,4
0,1500,0.3,1251,2.14,0.2866305868,4
0,1500,0.3,1251,2.15,0.2943505024,2.828427125
0,1500,0.3,1251,2.17,0.2876079767,2
0,1500,0.3,1251,2.19,0.3607138875,2
0,1500,0.3,1251,2.2,0.3098361669,2.828427125
0,1500,0.3,1251,2.21,0.3333489854,2.828427125
0,1500,0.3,1251,2.23,0.3490734872,2.828427125
0,1500,0.3,1251,2.27,0.3250822507,2.828427125
0,1500,0.3,1251,2.29,0.2567340719,2
0,1500,0.3,1251,2.31,0.3883129577,2.828427125
0,1500,0.3,1251,2.32,0.3181184314,4
0,1500,0.3,1251,2.33,0.2858591805,2.828427125
0,1500,0.3,1251,2.36,0.2967433581,2
0,1500,0.3,1251,2.39,0.3258265936,4.898979486
0,1500,0.3,1251,2.49,0.3878571979,2.828427125
0,1500,0.3,1251,2.5,0.3006063594,2.828427125
0,1500,0.3,1251,2.53,0.3353986964,2
0,1500,0.3,1251,2.55,0.3422102068,4
0,1500,0.3,1251,2.61,0.3390578196,2.828427125
0,1500,0.3,1251,2.65,0.3156275495,2.828427125
0,1500,0.3,1251,2.72,0.305699243,2.828427125
0,1500,0.3,1251,2.86,0.2929387183,2.828427125
0,1500,0.4,1251,0.36,0.03693964114,1.414213562
0,1500,0.4,1251,0.39,0.02642548985,1.414213562
0,1500,0.4,1251,0.51,0.01810316044,1.414213562
0,1500,0.4,1251,0.53,0.05176991134,2
0,1500,0.4,1251,0.62,0.04607912752,2
0,1500,0.4,1251,0.64,0.03711290786,2
0,1500,0.4,1251,0.71,0.03893908857,1.414213562
0,1500,0.4,1251,0.73,0.05643007906,2.828427125
0,1500,0.4,1251,0.78,0.06840816336,1.414213562
0,1500,0.4,1251,0.81,0.0530593319,2
0,1500,0.4,1251,0.86,0.05569486042,2
0,1500,0.4,1251,0.87,0.05199464947,2
0,1500,0.4,1251,0.93,0.06687719102,2
0,1500,0.4,1251,0.96,0.06639303923,2.828427125
0,1500,0.4,1251,1,0.07138931925,2.828427125
0,1500,0.4,1251,1.01,0.06409450089,1.414213562
0,1500,0.4,1251,1.06,0.07667857615,2
0,1500,0.4,1251,1.07,0.07508175243,2.449489743
0,1500,0.4,1251,1.08,0.07867854357,2
0,1500,0.4,1251,1.14,0.09051218065,3.464101615
0,1500,0.4,1251,1.17,0.07996434216,3.16227766
0,1500,0.4,1251,1.18,0.1000221841,2
0,1500,0.4,1251,1.22,0.1114621921,2
0,1500,0.4,1251,1.24,0.09517112213,2
0,1500,0.4,1251,1.25,0.1013133371,2.828427125
0,1500,0.4,1251,1.27,0.09750213071,2
0,1500,0.4,1251,1.28,0.1221012574,2
0,1500,0.4,1251,1.3,0.1124693655,2.828427125
0,1500,0.4,1251,1.32,0.1269359847,3.464101615
0,1500,0.4,1251,1.33,0.1100790204,2.828427125
0,1500,0.4,1251,1.37,0.1386729835,2
0,1500,0.4,1251,1.42,0.1289451743,2.828427125
0,1500,0.4,1251,1.43,0.1532801006,1.414213562
0,1500,0.4,1251,1.46,0.1350936253,4
0,1500,0.4,1251,1.47,0.1232722347,2
0,1500,0.4,1251,1.48,0.1557270883,2
0,1500,0.4,1251,1.51,0.1669680406,2
0,1500,0.4,1251,1.52,0.1501181677,3.16227766
0,1500,0.4,1251,1.55,0.1956634987,2
0,1500,0.4,1251,1.56,0.1964085489,3.741657387
0,1500,0.4,1251,1.57,0.1257951943,2
0,1500,0.4,1251,1.58,0.2359887089,2
0,1500,0.4,1251,1.59,0.211480975,2.828427125
0,1500,0.4,1251,1.6,0.2051976758,2
0,1500,0.4,1251,1.61,0.1690962422,2.828427125
0,1500,0.4,1251,1.63,0.2127981413,2
0,1500,0.4,1251,1.64,0.168347941,2
0,1500,0.4,1251,1.66,0.2355857048,2.828427125
0,1500,0.4,1251,1.67,0.2126550006,2.828427125
0,1500,0.4,1251,1.68,0.2041615738,3.464101615
0,1500,0.4,1251,1.7,0.2393762936,4
0,1500,0.4,1251,1.71,0.2799705461,2.828427125
0,1500,0.4,1251,1.72,0.230340752,2.828427125
0,1500,0.4,1251,1.74,0.2315581295,2.828427125
0,1500,0.4,1251,1.75,0.2188698076,2
0,1500,0.4,1251,1.79,0.2702516789,4
0,1500,0.4,1251,1.84,0.2226180989,2
0,1500,0.4,1251,1.85,0.2802106176,2.828427125
0,1500,0.4,1251,1.86,0.3248465505,2.828427125
0,1500,0.4,1251,1.88,0.2866544457,2.828427125
0,1500,0.4,1251,1.89,0.3233968978,3.464101615
0,1500,0.4,1251,1.9,0.3408676589,2.828427125
0,1500,0.4,1251,1.91,0.3569191149,2.828427125
0,1500,0.4,1251,1.92,0.331158915,3.464101615
0,1500,0.4,1251,1.95,0.3433315632,2.828427125
0,1500,0.4,1251,1.96,0.298094273,2.828427125
0,1500,0.4,1251,1.99,0.3432937781,2.828427125
0,1500,0.4,1251,2.01,0.3627954231,2.828427125
0,1500,0.4,1251,2.02,0.3573104942,1.414213562
0,1500,0.4,1251,2.04,0.3823190462,2.828427125
0,1500,0.4,1251,2.06,0.3367676286,2.828427125
0,1500,0.4,1251,2.08,0.4665213394,2
0,1500,0.4,1251,2.09,0.3590272784,2.828427125
0,1500,0.4,1251,2.1,0.3693518671,2.828427125
0,1500,0.4,1251,2.11,0.3568944954,2
0,1500,0.4,1251,2.12,0.4424441984,2.828427125
0,1500,0.4,1251,2.14,0.3446035516,2.828427125
0,1500,0.4,1251,2.15,0.3827690336,2
0,1500,0.4,1251,2.17,0.4070219943,3.464101615
0,1500,0.4,1251,2.18,0.3759420772,3.464101615
0,1500,0.4,1251,2.19,0.4415867776,2.828427125
0,1500,0.4,1251,2.2,0.3678492468,2.828427125
0,1500,0.4,1251,2.21,0.4465679007,2.828427125
0,1500,0.4,1251,2.22,0.3561486213,2.828427125
0,1500,0.4,1251,2.28,0.3337952402,2.828427125
0,1500,0.4,1251,2.29,0.3857628231,3.464101615
0,1500,0.4,1251,2.32,0.4539690773,2.828427125
0,1500,0.4,1251,2.34,0.4281272654,3.464101615
0,1500,0.4,1251,2.36,0.4485391173,2.828427125
0,1500,0.4,1251,2.39,0.4272281296,2.828427125
0,1500,0.4,1251,2.42,0.3293218751,4
0,1500,0.4,1251,2.44,0.3766212879,2.828427125
0,1500,0.4,1251,2.48,0.430300287,2
0,1500,0.4,1251,2.51,0.3716509227,2.828427125
0,1500,0.4,1251,2.56,0.3786392808,2
0,1500,0.4,1251,2.57,0.3388486949,2.828427125
0,1500,0.4,1251,2.58,0.3412783129,2.828427125
0,1500,0.4,1251,2.6,0.3687178283,4
0,1500,0.4,1251,2.65,0.3918046515,2.828427125
0,1500,0.4,1251,2.74,0.3939775042,2.828427125
0,1500,0.4,1251,2.77,0.3400698072,2.828427125
0,1500,0.4,1251,2.93,0.2823452897,2.828427125
0,1500,0.5,1251,0.37,0.039484082,1.414213562
0,1500,0.5,1251,0.42,0.03884061471,1.414213562
0,1500,0.5,1251,0.44,0.03035655792,1.414213562
0,1500,0.5,1251,0.56,0.04159392168,2
0,1500,0.5,1251,0.57,0.03937903581,2
0,1500,0.5,1251,0.61,0.02998661842,2
0,1500,0.5,1251,0.71,0.04505883804,2.828427125
0,1500,0.5,1251,0.74,0.0393397847,1.414213562
0,1500,0.5,1251,0.84,0.05162970548,1.414213562
0,1500,0.5,1251,0.85,0.06845277022,2.828427125
0,1500,0.5,1251,0.87,0.06231801353,1.414213562
0,1500,0.5,1251,0.92,0.05118521508,2
0,1500,0.5,1251,0.95,0.06083773122,4
0,1500,0.5,1251,0.97,0.07493043456,2
0,1500,0.5,1251,1.01,0.06893860532,2.828427125
0,1500,0.5,1251,1.03,0.07543193472,2.828427125
0,1500,0.5,1251,1.1,0.07838641425,1.414213562
0,1500,0.5,1251,1.12,0.08926548614,2
0,1500,0.5,1251,1.14,0.08308691661,2
0,1500,0.5,1251,1.18,0.08071836205,2
0,1500,0.5,1251,1.19,0.07905796903,2
0,1500,0.5,1251,1.2,0.09695538795,2.828427125
0,1500,0.5,1251,1.21,0.09346622742,3.464101615
0,1500,0.5,1251,1.26,0.1052287179,4.242640687
0,1500,0.5,1251,1.31,0.1120168698,2.449489743
0,1500,0.5,1251,1.33,0.1180342524,2
0,1500,0.5,1251,1.36,0.1308665758,2
0,1500,0.5,1251,1.37,0.1169941012,2
0,1500,0.5,1251,1.38,0.1247270436,2.828427125
0,1500,0.5,1251,1.39,0.1322452688,2
0,1500,0.5,1251,1.41,0.1234734855,2
0,1500,0.5,1251,1.42,0.1367141768,4
0,1500,0.5,1251,1.45,0.1429483182,2.828427125
0,1500,0.5,1251,1.46,0.1611451868,2
0,1500,0.5,1251,1.47,0.1457509638,3.16227766
0,1500,0.5,1251,1.5,0.1523238433,2
0,1500,0.5,1251,1.52,0.1586289801,2.828427125
0,1500,0.5,1251,1.53,0.1740652329,3.464101615
0,1500,0.5,1251,1.55,0.1794303706,2
0,1500,0.5,1251,1.56,0.1940825352,2.828427125
0,1500,0.5,1251,1.57,0.195454619,2.828427125
0,1500,0.5,1251,1.59,0.217040856,2.828427125
0,1500,0.5,1251,1.6,0.1732362182,2.828427125
0,1500,0.5,1251,1.64,0.2385004572,2.828427125
0,1500,0.5,1251,1.67,0.2196320022,2
0,1500,0.5,1251,1.68,0.2297692168,1.414213562
0,1500,0.5,1251,1.69,0.1788898083,2
0,1500,0.5,1251,1.7,0.2137663425,2.828427125
0,1500,0.5,1251,1.71,0.2859752764,2.828427125
0,1500,0.5,1251,1.72,0.2683495933,3.464101615
0,1500,0.5,1251,1.73,0.2722010278,3.464101615
0,1500,0.5,1251,1.74,0.2489440708,1.414213562
0,1500,0.5,1251,1.75,0.2595571992,2.828427125
0,1500,0.5,1251,1.76,0.2892212333,4
0,1500,0.5,1251,1.77,0.2971838017,2.828427125
0,1500,0.5,1251,1.78,0.2481184703,2
0,1500,0.5,1251,1.79,0.2244581174,2
0,1500,0.5,1251,1.82,0.2796886336,2
0,1500,0.5,1251,1.83,0.3162624066,3.464101615
0,1500,0.5,1251,1.85,0.311694263,2.828427125
0,1500,0.5,1251,1.88,0.3435779976,2.828427125
0,1500,0.5,1251,1.89,0.3467655892,4
0,1500,0.5,1251,1.9,0.3149504717,2.828427125
0,1500,0.5,1251,1.91,0.2924408565,2.828427125
0,1500,0.5,1251,1.93,0.4030660738,3.464101615
0,1500,0.5,1251,1.94,0.3635278229,3.464101615
0,1500,0.5,1251,1.96,0.3673216024,2.828427125
0,1500,0.5,1251,1.97,0.3987433005,3.464101615
0,1500,0.5,1251,1.98,0.3509221499,2.828427125
0,1500,0.5,1251,2.01,0.4470012862,3.464101615
0,1500,0.5,1251,2.03,0.4057629257,2.828427125
0,1500,0.5,1251,2.06,0.4051776344,3.464101615
0,1500,0.5,1251,2.07,0.4525556396,2.828427125
0,1500,0.5,1251,2.1,0.4389306015,2.828427125
0,1500,0.5,1251,2.12,0.4092019239,4
0,1500,0.5,1251,2.13,0.4546482114,2
0,1500,0.5,1251,2.14,0.464442213,2.828427125
0,1500,0.5,1251,2.15,0.4075608791,2
0,1500,0.5,1251,2.16,0.412596726,2.828427125
0,1500,0.5,1251,2.18,0.4721651419,2.828427125
0,1500,0.5,1251,2.19,0.4096233643,2.828427125
0,1500,0.5,1251,2.23,0.4982969535,3.464101615
0,1500,0.5,1251,2.25,0.4602278252,2.828427125
0,1500,0.5,1251,2.27,0.4405006176,4
0,1500,0.5,1251,2.28,0.5213337142,2
0,1500,0.5,1251,2.32,0.4165027415,2.828427125
0,1500,0.5,1251,2.34,0.4137027311,2.828427125
0,1500,0.5,1251,2.4,0.4206282058,4
0,1500,0.5,1251,2.42,0.4268804744,3.464101615
0,1500,0.5,1251,2.43,0.3723052789,2.828427125
0,1500,0.5,1251,2.45,0.4573693888,2.828427125
0,1500,0.5,1251,2.53,0.4077103647,2.828427125
0,1500,0.5,1251,2.59,0.3718916591,2.828427125
0,1500,0.5,1251,2.6,0.3441643555,2.828427125
0,1500,0.5,1251,2.66,0.3154268076,2.828427125
0,1500,0.5,1251,2.83,0.2708474752,2.828427125
0,1500,0.6,1251,0.37,0.08748803499,1.414213562
0,1500,0.6,1251,0.43,0.04202811348,1.414213562
0,1500,0.6,1251,0.45,0.05680722239,1.414213562
0,1500,0.6,1251,0.56,0.03680634291,2
0,1500,0.6,1251,0.58,0.06707678618,2
0,1500,0.6,1251,0.62,0.07460433972,2
0,1500,0.6,1251,0.72,0.06682095937,2.828427125
0,1500,0.6,1251,0.74,0.08610757541,1.414213562
0,1500,0.6,1251,0.85,0.0824828046,2.449489743
0,1500,0.6,1251,0.86,0.07965611135,2
0,1500,0.6,1251,0.89,0.09421586561,1.414213562
0,1500,0.6,1251,0.93,0.08458586885,2
0,1500,0.6,1251,0.96,0.08433318678,4
0,1500,0.6,1251,0.99,0.08762193713,2
0,1500,0.6,1251,1.03,0.07830221974,2.828427125
0,1500,0.6,1251,1.05,0.088495093,2.828427125
0,1500,0.6,1251,1.11,0.08533684915,1.414213562
0,1500,0.6,1251,1.13,0.09283178337,2
0,1500,0.6,1251,1.16,0.1048077093,2
0,1500,0.6,1251,1.19,0.105231482,2
0,1500,0.6,1251,1.2,0.09542784634,2
0,1500,0.6,1251,1.21,0.1085340123,2.828427125
0,1500,0.6,1251,1.23,0.107254928,3.464101615
0,1500,0.6,1251,1.27,0.1249688429,2.828427125
0,1500,0.6,1251,1.28,0.1192866608,1.414213562
0,1500,0.6,1251,1.29,0.1059143668,2.828427125
0,1500,0.6,1251,1.33,0.1345392929,2
0,1500,0.6,1251,1.34,0.163254765,1.414213562
0,1500,0.6,1251,1.35,0.1399308061,2
0,1500,0.6,1251,1.39,0.1141795941,2
0,1500,0.6,1251,1.4,0.153744557,4
0,1500,0.6,1251,1.42,0.1371955542,2
0,1500,0.6,1251,1.44,0.1473600166,2.828427125
0,1500,0.6,1251,1.45,0.1491500147,2.828427125
0,1500,0.6,1251,1.47,0.1481255562,2.828427125
0,1500,0.6,1251,1.48,0.163083397,3.741657387
0,1500,0.6,1251,1.53,0.1511365959,2
0,1500,0.6,1251,1.54,0.1625313248,4
0,1500,0.6,1251,1.56,0.2135307292,2
0,1500,0.6,1251,1.58,0.1845851089,3.464101615
0,1500,0.6,1251,1.6,0.2098940266,4
0,1500,0.6,1251,1.63,0.2182834361,2.828427125
0,1500,0.6,1251,1.66,0.2440094808,2.828427125
0,1500,0.6,1251,1.69,0.2510303802,2
0,1500,0.6,1251,1.7,0.2282690833,1.414213562
0,1500,0.6,1251,1.71,0.2308656299,2
0,1500,0.6,1251,1.72,0.2271306889,2.828427125
0,1500,0.6,1251,1.73,0.2261801594,2
0,1500,0.6,1251,1.74,0.23553271,2.828427125
0,1500,0.6,1251,1.75,0.2562072451,4
0,1500,0.6,1251,1.76,0.2704989423,3.464101615
0,1500,0.6,1251,1.78,0.2809911771,3.16227766
0,1500,0.6,1251,1.79,0.2794066798,2.828427125
0,1500,0.6,1251,1.8,0.2965472349,2.828427125
0,1500,0.6,1251,1.82,0.2810577529,2
0,1500,0.6,1251,1.83,0.2657544465,2
0,1500,0.6,1251,1.85,0.3552264348,2
0,1500,0.6,1251,1.86,0.3552008043,2
0,1500,0.6,1251,1.87,0.2833117985,2.828427125
0,1500,0.6,1251,1.88,0.3239204492,2.828427125
0,1500,0.6,1251,1.91,0.3799736144,4
0,1500,0.6,1251,1.92,0.3514647305,3.464101615
0,1500,0.6,1251,1.93,0.3611473657,3.464101615
0,1500,0.6,1251,1.95,0.3346043768,2
0,1500,0.6,1251,1.96,0.3761559891,2.828427125
0,1500,0.6,1251,1.97,0.3793823423,3.464101615
0,1500,0.6,1251,1.99,0.346348545,3.464101615
0,1500,0.6,1251,2,0.3985766259,2.828427125
0,1500,0.6,1251,2.01,0.3551323779,2.828427125
0,1500,0.6,1251,2.03,0.4030109311,2
0,1500,0.6,1251,2.04,0.3551340645,2.828427125
0,1500,0.6,1251,2.06,0.4040217483,2.828427125
0,1500,0.6,1251,2.08,0.4167264308,2.828427125
0,1500,0.6,1251,2.1,0.3878781192,2
0,1500,0.6,1251,2.11,0.404395708,2.828427125
0,1500,0.6,1251,2.14,0.4789959948,2.828427125
0,1500,0.6,1251,2.15,0.4667489256,4
0,1500,0.6,1251,2.16,0.3969715237,2
0,1500,0.6,1251,2.17,0.3835531908,2.828427125
0,1500,0.6,1251,2.19,0.4028830991,2
0,1500,0.6,1251,2.2,0.4235076612,2.828427125
0,1500,0.6,1251,2.22,0.4129284137,4
0,1500,0.6,1251,2.26,0.4018939061,3.464101615
0,1500,0.6,1251,2.29,0.3906857917,2.828427125
0,1500,0.6,1251,2.3,0.3850472704,2.828427125
0,1500,0.6,1251,2.31,0.3841428838,3.464101615
0,1500,0.6,1251,2.35,0.4092878795,2.828427125
0,1500,0.6,1251,2.37,0.3839508727,2.828427125
0,1500,0.6,1251,2.42,0.3991608499,2.828427125
0,1500,0.6,1251,2.43,0.3427366241,2.828427125
0,1500,0.6,1251,2.46,0.3613682645,3.464101615
0,1500,0.6,1251,2.47,0.3430778692,2.828427125
0,1500,0.6,1251,2.49,0.3348855435,2.828427125
0,1500,0.6,1251,2.57,0.3214119098,2.828427125
0,1500,0.6,1251,2.62,0.3045200943,2.828427125
0,1500,0.6,1251,2.64,0.3452972317,2.828427125
0,1500,0.6,1251,2.7,0.2988472268,2.828427125
0,1500,0.6,1251,2.87,0.2472948924,2.828427125
0,1500,0.7,1251,0.4,0.1405294902,1.414213562
0,1500,0.7,1251,0.42,0.1904174048,1.414213562
0,1500,0.7,1251,0.43,0.2093993576,1.414213562
0,1500,0.7,1251,0.58,0.09513885429,2
0,1500,0.7,1251,0.59,0.1310291111,2
0,1500,0.7,1251,0.6,0.09647933513,2
0,1500,0.7,1251,0.72,0.08324866178,2.828427125
0,1500,0.7,1251,0.81,0.1054686229,1.414213562
0,1500,0.7,1251,0.84,0.1140794843,1.414213562
0,1500,0.7,1251,0.85,0.1321131421,1.414213562
0,1500,0.7,1251,0.91,0.09179321353,2.828427125
0,1500,0.7,1251,0.93,0.1025005179,2
0,1500,0.7,1251,0.94,0.1037173454,2.828427125
0,1500,0.7,1251,0.95,0.08621439843,2
0,1500,0.7,1251,1,0.09260050667,2.828427125
0,1500,0.7,1251,1.03,0.1011179693,4
0,1500,0.7,1251,1.17,0.1200618407,2.828427125
0,1500,0.7,1251,1.2,0.1135964046,2
0,1500,0.7,1251,1.21,0.1107738395,1.414213562
0,1500,0.7,1251,1.24,0.1314548606,2.828427125
0,1500,0.7,1251,1.25,0.1321309571,2.828427125
0,1500,0.7,1251,1.26,0.1176536194,3.16227766
0,1500,0.7,1251,1.28,0.1304120191,3.16227766
0,1500,0.7,1251,1.33,0.1346938382,2.828427125
0,1500,0.7,1251,1.34,0.1318316974,2
0,1500,0.7,1251,1.35,0.1340426198,3.464101615
0,1500,0.7,1251,1.39,0.1256025737,2.828427125
0,1500,0.7,1251,1.4,0.1451355577,2.828427125
0,1500,0.7,1251,1.44,0.1457253847,2.828427125
0,1500,0.7,1251,1.47,0.1582463041,2
0,1500,0.7,1251,1.48,0.1477034438,2
0,1500,0.7,1251,1.5,0.1601447906,2
0,1500,0.7,1251,1.51,0.1700932624,2
0,1500,0.7,1251,1.52,0.1996899539,2
0,1500,0.7,1251,1.53,0.1610286254,3.464101615
0,1500,0.7,1251,1.54,0.1513232306,2.828427125
0,1500,0.7,1251,1.56,0.1491860397,2.828427125
0,1500,0.7,1251,1.57,0.1715813719,2.828427125
0,1500,0.7,1251,1.58,0.1690674039,4
0,1500,0.7,1251,1.61,0.1947842505,1.414213562
0,1500,0.7,1251,1.67,0.21573017,2.828427125
0,1500,0.7,1251,1.69,0.176596572,1.414213562
0,1500,0.7,1251,1.7,0.2083046293,3.16227766
0,1500,0.7,1251,1.72,0.2449031078,4
0,1500,0.7,1251,1.73,0.2326955722,3.464101615
0,1500,0.7,1251,1.74,0.2585618287,2
0,1500,0.7,1251,1.75,0.2144663377,2.828427125
0,1500,0.7,1251,1.76,0.247646225,2.828427125
0,1500,0.7,1251,1.79,0.2246440039,2.828427125
0,1500,0.7,1251,1.8,0.2557002502,4.472135955
0,1500,0.7,1251,1.81,0.2601197265,2.828427125
0,1500,0.7,1251,1.82,0.2581011899,2.828427125
0,1500,0.7,1251,1.84,0.2728260875,2.828427125
0,1500,0.7,1251,1.87,0.2753808541,4.472135955
0,1500,0.7,1251,1.89,0.2881554679,2.828427125
0,1500,0.7,1251,1.9,0.2940738432,2
0,1500,0.7,1251,1.92,0.2874880668,2.828427125
0,1500,0.7,1251,1.93,0.2840854045,4
0,1500,0.7,1251,1.94,0.2758724272,2.828427125
0,1500,0.7,1251,1.95,0.2887833176,4
0,1500,0.7,1251,1.97,0.3078104023,2.828427125
0,1500,0.7,1251,2.01,0.3133185921,2.828427125
0,1500,0.7,1251,2.05,0.2888245224,3.464101615
0,1500,0.7,1251,2.06,0.3233346291,2
0,1500,0.7,1251,2.07,0.3203555574,3.464101615
0,1500,0.7,1251,2.09,0.3480839004,3.464101615
0,1500,0.7,1251,2.1,0.3560248147,2.828427125
0,1500,0.7,1251,2.12,0.3000178891,4
0,1500,0.7,1251,2.13,0.3284427411,2.828427125
0,1500,0.7,1251,2.15,0.3177747362,2.828427125
0,1500,0.7,1251,2.16,0.3546008661,2.828427125
0,1500,0.7,1251,2.17,0.3247924459,2.828427125
0,1500,0.7,1251,2.22,0.3189246827,4
0,1500,0.7,1251,2.24,0.3255627764,2.828427125
0,1500,0.7,1251,2.25,0.3439563054,2.828427125
0,1500,0.7,1251,2.26,0.3132327007,2.828427125
0,1500,0.7,1251,2.27,0.303630626,2.828427125
0,1500,0.7,1251,2.33,0.3062694024,2
