route,species_a,species_b,type_a,type_b,x_A,x_B_pair,rho_A,rho_B_pair,rho_tot,k,S_cc,S_AA,S_AB,S_BB_pair,S_cc0,n_frames,frac_tag,dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.51000000e+00,1.61939015e-01,1.88034434e-02,-2.41853134e-02,4.57936453e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.52000000e+00,1.25766074e-01,1.47645578e-02,-1.82136555e-02,3.75378835e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.53000000e+00,1.41683837e-01,1.65373469e-02,-2.07851011e-02,4.16937837e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.54000000e+00,1.46090220e-01,1.70828522e-02,-2.13811239e-02,4.28945631e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.55000000e+00,1.34926652e-01,1.56864187e-02,-1.97417080e-02,4.11178721e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.56000000e+00,1.25949930e-01,1.44357290e-02,-1.85643066e-02,4.06071673e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.57000000e+00,1.38063966e-01,1.60548454e-02,-2.02181501e-02,4.18757006e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.58000000e+00,1.40320637e-01,1.64912272e-02,-2.03061646e-02,4.17163767e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.59000000e+00,1.48699401e-01,1.73551198e-02,-2.17513415e-02,4.42791991e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.60000000e+00,1.45792932e-01,1.69790369e-02,-2.13257451e-02,4.40070636e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.61000000e+00,1.49703680e-01,1.76287036e-02,-2.16669148e-02,4.39269456e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.62000000e+00,1.45739868e-01,1.68631625e-02,-2.13545996e-02,4.54532287e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.63000000e+00,1.46710808e-01,1.73279492e-02,-2.10373217e-02,4.37933365e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.64000000e+00,1.41855128e-01,1.65359162e-02,-2.06395147e-02,4.34526922e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.65000000e+00,1.43076468e-01,1.71368811e-02,-2.01801672e-02,4.15856877e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.66000000e+00,1.55633469e-01,1.83977680e-02,-2.23344314e-02,4.60599942e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.67000000e+00,1.64459055e-01,1.95823207e-02,-2.35444307e-02,4.68640086e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.68000000e+00,1.57975708e-01,1.82932446e-02,-2.31551707e-02,4.89787585e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.69000000e+00,1.60383212e-01,1.85370790e-02,-2.35633700e-02,4.98417966e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.70000000e+00,1.64809135e-01,1.91527224e-02,-2.41563562e-02,5.00098349e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.71000000e+00,1.58649314e-01,1.83300034e-02,-2.32500905e-02,4.98780031e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.72000000e+00,1.69425633e-01,1.98000373e-02,-2.45376583e-02,5.20002421e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.73000000e+00,1.73834961e-01,2.04912287e-02,-2.49716569e-02,5.21760594e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.74000000e+00,1.47630385e-01,1.73980874e-02,-2.09832263e-02,4.61710439e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.75000000e+00,1.76859563e-01,2.04572540e-02,-2.60081930e-02,5.45156205e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.76000000e+00,1.82361837e-01,2.14070382e-02,-2.65024806e-02,5.37170533e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.77000000e+00,1.70189700e-01,1.98700261e-02,-2.46451254e-02,5.25691538e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.78000000e+00,1.68060926e-01,1.97730375e-02,-2.41269040e-02,5.11664316e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.79000000e+00,1.76866056e-01,2.07829024e-02,-2.54970183e-02,5.34163027e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.80000000e+00,1.76251502e-01,2.08693432e-02,-2.51270088e-02,5.29435415e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.81000000e+00,1.87300108e-01,2.19876765e-02,-2.70516038e-02,5.65049594e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.82000000e+00,1.76956010e-01,2.09133162e-02,-2.52387433e-02,5.36959144e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.83000000e+00,1.77444389e-01,2.09126133e-02,-2.53782578e-02,5.42199832e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.84000000e+00,1.88795897e-01,2.21827438e-02,-2.71452729e-02,5.76235829e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.85000000e+00,2.01170434e-01,2.40654215e-02,-2.83852011e-02,5.88553340e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.86000000e+00,1.91497131e-01,2.17651319e-02,-2.86665243e-02,6.11450565e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.87000000e+00,1.97535735e-01,2.38126493e-02,-2.75862698e-02,5.71679689e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.88000000e+00,1.98794840e-01,2.38684129e-02,-2.77587767e-02,5.90953136e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.89000000e+00,1.81555960e-01,2.14248566e-02,-2.57489795e-02,5.67720446e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.90000000e+00,1.85354738e-01,2.19072945e-02,-2.62179041e-02,5.79720850e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.91000000e+00,2.07420976e-01,2.49973614e-02,-2.87915425e-02,6.15416154e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.92000000e+00,2.11231875e-01,2.51256855e-02,-2.99400657e-02,6.30111137e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.93000000e+00,2.05194079e-01,2.44718939e-02,-2.89523450e-02,6.12350870e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.94000000e+00,1.90451851e-01,2.27561230e-02,-2.64591935e-02,5.94614182e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.95000000e+00,2.22818213e-01,2.70735949e-02,-3.06386224e-02,6.49011722e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.96000000e+00,2.19056782e-01,2.63412515e-02,-3.05551247e-02,6.47407740e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.97000000e+00,2.14914712e-01,2.57839979e-02,-3.00085453e-02,6.42140094e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.98000000e+00,2.14995822e-01,2.59509762e-02,-2.96381279e-02,6.47762326e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,1.99000000e+00,2.21070021e-01,2.66612026e-02,-3.04546815e-02,6.71400584e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.00000000e+00,1.87047059e-01,2.26673766e-02,-2.50623328e-02,6.06999071e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.01000000e+00,2.24794345e-01,2.72602694e-02,-3.07094207e-02,6.79391825e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.02000000e+00,2.26358863e-01,2.73809299e-02,-3.10574928e-02,6.84423297e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.03000000e+00,2.19504108e-01,2.64383873e-02,-3.01614734e-02,6.78278237e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.04000000e+00,2.20456034e-01,2.69965984e-02,-2.95609514e-02,6.68756729e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.05000000e+00,2.14833642e-01,2.60236300e-02,-2.89885825e-02,6.82691979e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.06000000e+00,2.12800274e-01,2.54191409e-02,-2.89320023e-02,7.16115723e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.07000000e+00,2.28969949e-01,2.74342529e-02,-3.12621516e-02,7.46609059e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.08000000e+00,2.46491646e-01,2.90537433e-02,-3.44751633e-02,8.14868177e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.09000000e+00,2.30251033e-01,2.77951242e-02,-3.10717230e-02,7.46833197e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.10000000e+00,2.31489119e-01,2.86541512e-02,-3.03868434e-02,7.05474347e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.11000000e+00,2.54332371e-01,3.00049320e-02,-3.54421039e-02,8.46842211e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.12000000e+00,2.29684859e-01,2.82675534e-02,-3.00670040e-02,7.32737879e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.13000000e+00,2.31125207e-01,2.78790572e-02,-3.05197648e-02,8.06717747e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.14000000e+00,2.21532343e-01,2.70934881e-02,-2.87058202e-02,7.57564075e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.15000000e+00,2.44196978e-01,3.02165902e-02,-3.16476191e-02,7.78479881e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.16000000e+00,2.29995576e-01,2.76432606e-02,-3.05955165e-02,8.00707368e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.17000000e+00,2.43689765e-01,3.02267407e-02,-3.13126795e-02,7.86733380e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.18000000e+00,2.55308353e-01,3.20448412e-02,-3.20699816e-02,8.22779419e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.19000000e+00,2.33532391e-01,2.84429457e-02,-3.01375073e-02,8.27365374e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.20000000e+00,2.55135766e-01,3.15204747e-02,-3.28423304e-02,8.39133697e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.21000000e+00,2.43357786e-01,2.97252372e-02,-3.12857965e-02,8.58051756e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.22000000e+00,2.29696227e-01,2.85587000e-02,-2.85341736e-02,8.09160027e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.23000000e+00,2.41217898e-01,2.96405483e-02,-3.08540884e-02,8.34764819e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.24000000e+00,2.32590835e-01,2.89360988e-02,-2.84933396e-02,8.48589663e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.25000000e+00,2.43723980e-01,2.97088141e-02,-3.09105970e-02,9.02909461e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.26000000e+00,2.13940582e-01,2.69305195e-02,-2.51835515e-02,8.12205021e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.27000000e+00,2.20353912e-01,2.82643524e-02,-2.50021369e-02,8.27215076e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.28000000e+00,2.23664140e-01,2.76822343e-02,-2.71035334e-02,8.62651584e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.29000000e+00,2.33842717e-01,2.92290690e-02,-2.78464783e-02,8.95218604e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.31000000e+00,2.55079666e-01,3.13783097e-02,-3.14679649e-02,9.69958191e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.32000000e+00,2.29489308e-01,2.87696592e-02,-2.67318889e-02,9.12687749e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.33000000e+00,2.42431035e-01,3.06448679e-02,-2.80717424e-02,9.37124318e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.34000000e+00,2.36132602e-01,2.97288625e-02,-2.70904869e-02,9.52107760e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.35000000e+00,2.32074571e-01,2.91860319e-02,-2.61646770e-02,9.77673933e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.36000000e+00,2.50756870e-01,3.10934513e-02,-2.96073087e-02,1.02020551e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.37000000e+00,2.09738973e-01,2.77128809e-02,-2.11467522e-02,8.69830711e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.38000000e+00,2.31809631e-01,3.00125673e-02,-2.48280825e-02,9.43519010e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.39000000e+00,2.23152967e-01,2.87946449e-02,-2.28955815e-02,1.00425240e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.40000000e+00,2.27160158e-01,2.88248307e-02,-2.45952049e-02,9.97108589e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.41000000e+00,2.21602782e-01,2.80194925e-02,-2.39404163e-02,9.92985111e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.42000000e+00,2.12168501e-01,2.69444449e-02,-2.21172831e-02,9.96172473e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.43000000e+00,2.11268675e-01,2.83872637e-02,-1.91388957e-02,9.73579670e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.44000000e+00,2.21134079e-01,2.85319519e-02,-2.28853225e-02,9.79766006e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.45000000e+00,2.26391953e-01,2.91039082e-02,-2.32130734e-02,1.03740400e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.46000000e+00,2.17744861e-01,2.81281876e-02,-2.20325380e-02,9.99547091e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.47000000e+00,2.13854661e-01,2.74124880e-02,-2.17731701e-02,1.00505478e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.48000000e+00,2.15887476e-01,2.83316286e-02,-2.10907036e-02,9.80392074e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.49000000e+00,2.14679347e-01,2.82114519e-02,-2.01696626e-02,1.03300773e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.50000000e+00,2.25026609e-01,2.87877696e-02,-2.19132792e-02,1.14643004e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.51000000e+00,2.28330110e-01,2.88801818e-02,-2.39651225e-02,1.07768158e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.52000000e+00,2.18099992e-01,2.88670666e-02,-2.13481106e-02,9.47925680e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.53000000e+00,2.12179049e-01,2.76288207e-02,-2.02266707e-02,1.03827314e-01,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.54000000e+00,2.09664061e-01,2.78025266e-02,-1.96360358e-02,9.73846122e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.55000000e+00,2.07565533e-01,2.78022946e-02,-1.85949179e-02,9.87178385e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.56000000e+00,2.00407051e-01,2.77058417e-02,-1.61953598e-02,9.55811540e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.57000000e+00,2.12393368e-01,2.84818816e-02,-2.01391281e-02,9.15935201e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.58000000e+00,2.03032848e-01,2.78733728e-02,-1.68437240e-02,9.64718232e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.59000000e+00,2.00385343e-01,2.74466368e-02,-1.73917105e-02,9.00852217e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.61000000e+00,1.96106036e-01,2.72783141e-02,-1.52813522e-02,9.53880530e-02,,335,last0.5,SUPERCELL.dump
reciprocal,Fe,B,1,2,2.00000000e-01,8.00000000e-01,2.66831929e-02,1.06732772e-01,1.33415964e-01,2.62000000e+00,2.12234803e-01,2.94106383e-02,-1.77585951e-02,9.52487989e-02,,335,last0.5,SUPERCELL.dump
