csv,composition,pressure_GPa,n_fit_points,kmax_fit,a_full,a_cov_se,a_loo_min,a_loo_max,b_full,b_cov_se,b_loo_min,b_loo_max,xi_full_A,rmse,param_corr_cov,pair_bootstrap_success,pair_bootstrap_failures,resid_bootstrap_success,resid_bootstrap_failures,most_influential_k_for_a,a_without_influential,most_influential_k_for_b,b_without_influential,a_pair_p025,a_pair_p50,a_pair_p975,a_resid_p025,a_resid_p50,a_resid_p975,b_pair_p025,b_pair_p50,b_pair_p975,b_resid_p025,b_resid_p50,b_resid_p975,xi_pair_A_p025,xi_pair_A_p50,xi_pair_A_p975,xi_resid_A_p025,xi_resid_A_p50,xi_resid_A_p975
data\single_Fe_B_scc_0.8_0GPa.csv,0.8,0,81,1.2,1.912529663,0.3175118554,1.777547454,2.472622094,14.82256186,4.136903532,13.89884843,20.74597475,3.850008034,0.228475346,0.9271130765,5000,0,5000,0,0.14,2.472622094,0.14,20.74597475,1.538899133,1.955150129,8.949023241,1.486859613,1.865923342,3.272779911,10.66251246,15.67842929,93.3392295,8.897147557,14.5179213,31.81010627,3.265350279,3.959599587,9.661222912,2.982808667,3.810239009,5.640044849
data\single_Fe_B_scc_0.8_10GPa.csv,0.8,10,75,1.2,0.3843392125,0.05556463416,0.2177753581,0.6874765708,7.470946756,2.006468787,2.59063668,18.79739907,2.733303268,0.06044221068,0.9083779624,5000,0,5000,0,0.15,0.6874765708,0.15,18.79739907,0.1271817549,0.3622580691,2.160980574,0.301222748,0.3820364956,0.5539905379,0.6612865628,6.657128556,86.92899392,4.541110113,7.454590282,13.4709752,0.8131952662,2.580141106,9.323571412,2.130988057,2.730309558,3.670282622
