B_index,x_A,y_A,z_A,coordination_B
1,11.824242,4.203723,11.389728,3
2,5.043730,8.052392,10.908292,3
3,5.811838,12.656553,12.282204,3
4,11.997414,3.841631,13.003800,5
5,11.979600,2.064023,8.002344,3
6,12.618514,5.197709,0.472764,2
7,6.360020,2.631639,6.073092,3
8,13.375900,12.282023,3.522272,3
9,7.459524,0.016984,3.443610,4
10,0.084562,9.862060,9.731136,2
11,8.687452,7.612492,3.962736,5
12,9.276910,6.827129,13.719072,3
13,0.571524,7.916761,11.268004,3
14,5.257338,5.317192,13.363372,2
15,13.737748,4.975860,14.091856,3
16,3.866376,2.345231,8.609092,3
17,-0.127199,1.587220,9.946630,3
18,2.502976,4.676439,12.030844,2
19,6.640038,10.606700,4.686672,4
20,4.924838,11.563961,15.230908,4
21,13.296224,7.893753,0.692764,5
22,8.031900,13.315692,4.349072,4
23,0.591378,5.559530,2.860972,4
24,8.941186,3.747031,-0.249028,4
25,11.043400,6.137877,4.317936,3
26,4.989186,13.734392,0.340816,3
27,8.012924,7.758908,2.427136,3
28,13.639178,4.917999,10.913636,3
29,2.699428,11.574431,16.512172,3
30,13.496824,7.488999,6.434130,2
31,2.986376,7.126208,4.478464,4
32,10.917124,1.013031,7.020792,3
33,10.760038,10.229877,8.615708,5
34,6.308452,9.183940,11.051500,3
35,5.348838,9.227285,14.286108,3
36,9.328938,6.592089,0.395172,2
37,10.877982,6.358553,14.079708,3
38,8.029076,3.826831,12.812900,1
39,3.444186,5.910240,9.179724,3
40,6.824272,9.461753,13.323836,3
41,4.127380,6.333240,1.513030,2
42,2.166438,14.342261,0.476120,4
43,2.321014,0.759192,6.200228,2
44,11.364638,9.783499,14.553704,2
45,5.539524,9.001823,4.460664,4
46,8.562686,6.159370,6.591636,3
47,9.527992,1.665569,0.149964,3
48,8.953538,12.451339,15.920936,2
49,5.781176,8.530153,7.545136,2
50,5.502752,5.057977,11.636236,3
51,5.262234,12.916200,14.040654,4
52,6.526990,1.533931,14.779220,2
53,2.439620,11.113939,7.989620,3
54,1.145714,3.497990,6.624228,5
55,12.156224,10.960839,7.209680,6
56,13.675214,10.973500,0.179828,1
57,4.096386,3.574350,2.777420,3
58,0.886238,5.106131,6.163264,4
