B_index,x_A,y_A,z_A,coordination_B
1,3.612887,4.057420,0.174602,4
2,1.166027,1.711280,4.606895,6
3,5.728283,5.549699,7.096207,5
4,3.217267,3.425760,4.196798,4
5,3.665273,10.982760,1.817998,4
6,3.470646,1.952400,4.824598,6
7,0.047054,4.151120,5.353310,6
8,2.597387,1.672520,1.890198,3
9,5.202240,5.987540,4.046795,6
10,3.897870,3.695280,1.836993,3
11,3.248680,3.796780,7.512292,4
12,0.744560,4.520580,3.221893,7
13,5.436180,4.760380,5.572398,5
14,1.945310,1.587260,0.268795,5
15,1.119233,6.405880,1.182360,3
16,1.637073,13.032099,14.805600,4
17,13.960725,6.858410,10.213162,3
18,3.176554,6.476260,6.219395,4
19,6.143920,12.844660,2.243598,3
20,4.904340,6.375740,5.818942,6
21,2.046140,2.584820,3.472730,7
22,0.105727,2.920390,3.934870,5
23,1.725840,13.119901,3.436093,5
24,3.972473,3.583579,5.730712,5
25,13.560300,2.739520,11.037505,6
26,5.941030,7.409660,4.737510,6
27,3.968187,13.395900,4.768612,4
28,6.283440,4.615080,3.853905,4
29,4.922950,1.893020,5.927805,5
30,8.431327,7.534940,6.510190,5
31,1.996467,2.099130,9.284595,5
32,5.131246,5.824260,14.855600,4
33,4.940973,2.316280,11.288690,3
34,2.114313,12.019700,2.006293,4
35,0.641127,0.527576,14.863298,4
36,-0.010627,0.549980,5.502680,5
37,5.806473,1.703680,4.472505,4
38,8.947727,4.856980,5.303250,4
39,1.750790,3.000280,7.380195,5
40,6.403473,0.600820,14.195305,5
41,8.309380,2.030190,7.357193,4
42,11.518903,3.530880,2.749795,4
43,0.009887,5.914740,5.638485,5
44,1.496873,1.741040,6.375105,6
45,7.972033,5.054370,0.155495,5
46,10.239100,10.850380,12.271712,5
47,12.464987,2.884860,3.966795,3
48,10.244373,12.993340,14.455417,6
49,9.129720,3.147340,4.593002,1
50,8.754673,3.943320,1.341295,4
51,11.763200,1.853940,2.686007,3
52,11.904780,12.602760,7.170107,4
53,5.423087,3.568801,2.487505,4
54,12.923340,6.812640,5.121605,6
55,3.486360,13.447695,0.540298,3
56,9.605960,1.285440,13.620798,3
57,12.018973,1.220980,13.699198,3
58,12.615473,5.180310,5.596598,4
59,11.379387,1.919040,7.133195,3
60,12.465783,1.001140,5.721705,3
61,1.305160,5.790690,4.456280,6
62,8.426667,6.515260,3.621602,5
63,11.545760,4.440980,6.904898,3
64,9.749987,8.044980,1.868902,4
65,9.076587,1.061980,9.387305,3
66,9.932373,5.485370,8.108190,5
67,1.020573,0.144840,4.068993,4
68,6.685927,5.834380,0.533310,4
69,9.861270,13.125360,1.185202,5
70,13.260775,3.698080,12.626805,4
71,13.024013,7.235220,3.387007,7
72,3.709073,0.463360,1.818980,3
73,7.573690,6.271230,2.159988,3
74,5.010620,8.178360,6.178692,5
75,6.378760,10.420500,4.074398,3
76,4.446067,0.902218,7.251930,5
77,4.984430,0.076380,3.591370,5
78,1.270113,9.511280,3.418802,3
79,4.038187,11.763060,5.686550,3
80,3.578427,9.467180,2.497612,3
81,5.340860,11.333300,2.584098,3
82,10.029160,7.606680,3.737393,7
83,9.408143,9.958960,14.610085,4
84,0.527240,6.374810,2.937240,5
85,2.188646,7.959520,5.984305,5
86,10.037060,5.885760,3.492993,6
87,7.364800,7.909440,2.775698,6
88,3.775813,6.506570,2.933198,5
89,3.418427,10.620960,0.029690,5
90,2.491773,9.160430,14.434812,5
91,2.993550,11.727760,4.151593,5
92,3.567754,10.457080,11.520598,2
93,6.204687,0.083760,4.642393,3
94,4.288773,7.572201,1.831520,5
95,5.638080,7.411760,2.983650,6
96,13.028773,12.686600,13.031400,5
97,5.130360,8.183240,0.313095,6
98,8.971303,0.525700,1.884620,3
99,1.395713,10.484570,7.952498,3
100,6.573387,10.169180,0.781485,2
101,7.451654,0.646440,8.865750,5
102,5.435787,9.082840,4.583698,5
103,5.147427,10.002800,-0.087407,4
104,10.263946,12.942480,7.326790,3
105,11.129806,8.923440,1.541195,5
106,2.650687,8.905520,4.128207,5
107,12.005300,11.318340,4.680670,3
108,0.821046,9.127599,14.589300,4
109,2.544627,7.076760,4.270298,5
110,3.316110,7.945650,0.121393,5
111,1.095840,11.737700,0.704793,2
112,12.831073,11.778500,6.045790,3
113,7.044573,8.343840,0.775710,4
114,6.093173,1.880921,0.816802,3
115,7.172703,10.303700,12.002962,2
116,9.591454,14.031840,5.008200,1
117,13.738127,5.738340,1.874598,6
118,10.854500,6.734660,8.663093,2
119,2.307827,6.886660,7.441988,4
120,10.439127,11.045940,13.948105,6
121,6.354140,12.214140,6.870395,4
122,12.017460,9.493740,4.847605,3
123,11.568140,6.658020,4.040102,6
124,10.980146,9.608740,14.685105,4
125,9.418940,11.451040,7.861090,5
126,6.449787,13.904640,6.122398,4
127,12.078340,6.965060,1.930602,6
128,11.725087,13.743240,14.036998,5
129,7.619127,11.031060,7.216262,5
130,9.084127,10.383340,3.305393,3
131,12.714573,13.627540,2.554530,4
132,0.331367,5.633910,0.029805,5
133,0.597987,11.795460,6.189495,3
134,10.095843,4.401900,2.484512,5
135,9.135770,12.317300,2.641093,3
136,12.509273,11.835480,1.703698,3
137,12.963393,8.423760,1.986202,5
138,0.344387,5.742380,13.155707,2
139,12.872367,2.530320,9.451310,4
140,3.680913,0.555580,5.678720,5
141,4.761940,0.791420,10.619407,6
142,3.580887,5.744080,11.880393,4
143,8.386863,4.971880,7.078752,5
144,6.358773,3.736520,9.070505,3
145,5.615827,5.580060,11.896462,3
146,12.401073,13.682640,8.613295,4
147,6.731010,3.025240,3.664470,4
148,0.508873,6.422580,7.340560,4
149,4.321160,4.789810,8.251098,3
150,1.729790,8.903880,9.072398,4
151,1.105746,1.523140,13.578105,7
152,11.579987,4.875440,10.751162,2
153,2.747587,4.837640,10.879025,3
154,3.534787,2.056240,8.283872,6
155,6.022660,0.014180,9.661402,5
156,3.818880,0.282122,12.695305,6
157,13.010667,8.489180,5.827730,4
158,6.479187,2.731499,10.614607,4
159,13.087373,6.322660,13.901400,5
160,9.735440,6.145960,6.372460,5
161,2.397507,3.093860,10.979710,4
162,2.882120,7.590280,9.095205,3
163,0.200367,8.653440,1.242615,4
164,2.978187,1.628260,13.551907,7
165,4.770846,13.658540,11.453693,5
166,7.209887,3.221370,7.706405,3
167,0.653740,5.300230,9.870107,3
168,7.334187,6.211780,7.644782,5
169,13.693567,0.943940,11.333105,4
170,3.766254,3.364620,13.688005,4
171,10.807660,1.856860,11.589595,5
