B_index,x_A,y_A,z_A,coordination_B
1,8.700401,11.685900,10.128224,4
2,16.381401,15.781348,11.810211,4
3,5.459565,6.941010,5.781162,4
4,7.095467,11.767146,7.507650,4
5,5.579580,3.559201,12.458549,4
6,14.863901,4.597051,10.297551,6
7,11.263400,8.382600,13.905298,4
8,2.857333,0.453752,7.735224,4
9,11.625333,4.007649,1.553687,4
10,9.508133,14.188839,11.839651,4
11,8.898599,15.808801,7.151976,5
12,16.941099,13.003952,4.779922,4
13,0.171033,-0.382249,3.855089,3
14,1.982699,2.311149,10.430932,2
15,8.733401,0.559948,6.934938,3
16,2.455666,5.183400,2.497176,5
17,13.406633,14.806399,-0.314749,6
18,16.511299,6.797849,0.859424,5
19,14.489599,15.425800,3.233689,3
20,13.614933,5.895152,9.663238,5
21,2.593950,4.452151,12.330076,4
22,4.502120,8.886654,4.765987,5
23,8.339899,12.704451,7.043049,4
24,15.709901,4.234130,8.204389,4
25,11.290300,15.200897,9.224224,5
26,4.736734,13.029401,6.792220,6
27,-0.358667,4.008949,13.179438,5
28,16.131199,14.545901,9.439462,3
29,12.894499,15.263200,8.613276,4
30,10.938234,3.245849,0.010692,4
31,17.602800,13.639929,9.461551,4
32,5.223933,3.901049,2.116538,3
33,16.819500,3.353051,-0.392276,4
34,9.881299,16.141000,8.649213,4
35,9.910568,12.205049,6.458738,4
36,5.223566,10.955799,2.646176,4
37,15.822699,10.954899,6.328149,4
38,3.868734,14.465800,11.734611,4
39,11.666527,15.171100,13.193587,4
40,10.338957,15.598748,12.124512,4
41,7.697367,9.954403,11.978800,6
42,14.021534,7.125652,7.397638,7
43,17.421733,4.405699,8.505249,4
44,-0.030367,8.015619,7.051513,3
45,6.030433,7.741251,4.338113,7
46,13.538134,0.186119,12.542364,4
47,15.529447,13.717051,14.194724,5
48,3.094999,4.010301,7.069224,4
49,14.719700,5.744430,8.569549,6
50,4.580001,7.964451,3.238938,6
51,8.419301,1.159799,2.347838,4
52,7.768533,2.624649,9.977938,3
53,12.675668,-0.402546,0.752224,5
54,1.201867,13.329600,8.218987,3
55,17.418334,10.992152,8.978627,3
56,6.666020,2.825551,11.366176,5
57,12.334534,14.914300,4.964638,3
58,6.426933,14.332599,4.806187,4
59,16.813101,3.206660,12.452438,5
60,10.302533,4.806097,13.765838,6
61,7.347860,0.906684,7.325238,3
62,0.503167,8.939850,2.134424,4
63,4.599710,9.014003,13.117324,3
64,11.392866,8.252552,3.173338,4
65,14.399800,9.142190,0.221913,6
66,15.862200,0.509349,0.621913,5
67,3.079250,9.345646,13.480787,3
68,6.657010,12.916151,12.513613,7
69,2.011010,15.591148,3.777587,6
70,2.817068,9.968351,1.800713,5
71,14.271137,11.677201,10.398024,4
72,9.410047,4.598149,11.837138,5
73,0.037667,11.658900,11.746900,4
74,12.039100,5.579899,13.378038,5
75,2.903270,6.987099,7.878113,5
76,15.739534,14.278701,12.412249,4
77,10.833166,1.863299,11.219024,5
78,15.976066,8.976051,3.278676,5
79,6.779533,6.223850,8.616452,4
80,13.391766,4.840090,1.215362,5
81,10.754633,10.003001,8.286212,4
82,5.067733,14.598301,0.092364,3
83,12.959599,2.601599,8.725513,5
84,15.195833,3.857052,13.072176,5
85,12.350634,0.732754,9.626913,5
86,11.878301,6.595340,11.840138,5
87,16.212633,8.307999,-0.174924,7
88,13.671366,13.187054,10.151638,4
89,1.627166,7.331896,6.812260,4
90,15.697827,7.273279,12.652749,6
91,11.367377,1.885651,13.710913,4
92,17.334637,9.752610,4.098562,3
93,3.300733,14.903801,2.705990,5
94,15.417457,14.913899,7.329538,4
95,16.525600,5.612501,5.802392,3
96,17.380634,1.066850,8.373080,3
97,3.042233,6.383451,3.642040,5
98,13.306599,10.063348,10.313424,4
99,17.833499,12.532929,8.259538,5
100,4.097999,0.521649,12.488200,3
101,12.425332,10.466148,6.271636,2
102,10.159134,0.938752,1.750976,4
103,9.347133,-0.389197,2.533176,4
104,9.568607,8.679451,8.248213,5
105,10.144566,1.534260,12.735949,5
106,8.686217,11.907603,1.524576,5
107,15.014133,11.930301,14.041100,4
108,12.089600,4.443699,8.448787,5
109,13.439733,0.779799,10.974402,6
110,5.615266,14.275700,11.742000,5
111,11.377334,8.554750,12.372738,5
112,7.022267,6.898701,11.798138,5
113,14.994833,1.408203,10.337851,6
114,1.399520,14.756929,9.263880,3
115,2.803499,10.342304,7.224260,4
116,12.836033,15.378799,3.456490,3
117,10.616199,10.120951,13.320987,3
118,15.424600,12.662751,3.352762,5
119,0.496333,4.928051,2.445662,3
120,2.665833,6.014503,10.857087,4
121,7.447300,1.415303,11.482587,3
122,12.736968,0.628052,14.315524,6
123,7.882833,2.201603,3.398910,3
124,5.656266,11.743100,13.105476,6
125,17.658501,10.463651,12.725738,3
126,5.652533,11.295789,10.310276,5
127,0.720520,8.501101,9.943676,5
