B_index,x_A,y_A,z_A,coordination_B
1,1.449434,4.021609,0.554212,6
2,5.288333,3.448909,4.754763,4
3,4.564767,1.954864,4.687138,6
4,3.732466,6.313727,1.118525,6
5,2.815633,6.041509,4.000075,5
6,4.747267,1.039291,6.056042,6
7,6.410866,1.912709,5.769650,6
8,5.277234,7.221260,0.584950,6
9,4.202934,6.187409,3.029487,5
10,3.188750,1.944436,5.861820,6
11,3.691560,8.242730,0.656688,6
12,7.183180,4.344036,0.020408,6
13,0.002800,6.522573,2.390837,5
14,5.596834,1.511464,0.860125,4
15,8.291783,4.773109,1.307512,5
16,5.263366,5.991530,1.823375,6
17,6.386393,7.529291,1.852125,5
18,0.084300,6.069273,5.001312,5
19,5.320934,6.041827,5.799150,5
20,3.359566,3.388791,5.204963,5
21,2.345100,4.405073,4.269720,5
22,3.017930,0.608664,2.419162,4
23,1.515033,3.717873,2.817212,4
24,0.202267,8.301564,0.296925,6
25,5.790070,3.261891,0.636725,5
26,1.028534,7.434764,1.566725,5
27,-0.042866,6.607218,0.655312,5
28,2.151634,1.240273,7.391450,5
29,0.945332,5.453646,-0.238788,6
30,1.065910,5.717436,3.647263,6
31,2.587050,5.379346,0.155175,6
32,6.343580,4.495300,1.529610,5
33,4.388633,2.709936,0.353764,3
34,3.618734,6.725636,5.499825,5
35,2.730600,7.709464,1.882030,4
36,1.463967,9.526574,4.879775,2
37,7.536667,5.978127,8.649352,5
38,2.421766,16.362234,1.521650,5
39,3.133234,3.733173,0.041075,6
40,0.292391,5.194730,6.636275,5
41,1.402233,0.130114,3.171150,2
42,-0.151700,0.538587,-0.244312,3
43,4.155800,4.902136,4.741950,7
44,8.911733,6.163973,5.994637,5
45,11.166833,2.698173,4.985140,7
46,7.950553,6.692146,7.250592,4
47,4.506834,-0.409236,2.595725,5
48,8.528000,3.518173,-0.021125,4
49,4.653733,17.913236,5.701660,6
50,6.012567,0.585656,2.276290,4
51,7.594166,0.512373,3.160080,6
52,10.512600,4.367954,4.771375,4
53,13.170443,5.040191,4.700732,5
54,7.504690,1.380360,4.752425,6
55,12.786566,4.741573,2.960338,4
56,14.009266,2.797110,1.010750,5
57,14.424600,6.361054,4.920475,6
58,14.965963,7.281073,3.606825,6
59,7.618580,4.442540,2.749312,3
60,14.515000,1.643927,-0.253513,6
61,11.046367,4.048164,3.252675,4
62,13.625066,4.380464,0.342312,5
63,8.740920,6.535636,4.390275,3
64,12.462203,3.270770,6.530062,5
65,7.670534,5.273790,4.359450,4
66,14.123100,4.149527,2.179575,4
67,8.779666,1.712380,3.526488,5
68,9.086300,0.366536,2.291980,6
69,12.134034,2.111720,7.885050,4
70,9.458234,1.673473,5.070342,6
71,10.500300,0.966546,3.847012,7
72,9.437503,7.403091,3.043220,5
73,9.396340,6.267264,1.345025,5
74,7.993866,7.850050,1.455640,6
75,13.197567,6.473236,3.716850,6
76,13.083900,2.130864,5.056190,6
77,11.647634,8.057870,0.879937,5
78,13.406067,8.071460,0.964288,5
79,10.810403,8.277273,2.795040,5
80,15.358000,6.856173,6.412237,6
81,8.482593,-0.009690,5.900937,6
82,12.851434,1.272664,0.564649,3
83,13.392034,-0.258054,6.242750,6
84,13.771834,3.696640,5.559662,5
85,13.602513,8.468173,6.331662,5
86,14.556967,7.338827,-0.182388,5
87,11.793413,2.045291,3.624525,4
88,10.512366,6.571320,0.118612,6
89,9.039700,7.466173,-0.168488,7
90,10.312700,0.008649,5.151037,6
91,8.919633,4.448209,5.590125,5
92,14.173667,0.685246,4.892588,4
93,9.606073,0.417346,0.582763,3
94,12.099667,7.151364,6.636950,2
95,9.959823,9.808614,6.798350,3
96,14.874933,3.236360,14.266925,6
97,10.325900,8.692209,-0.172937,7
98,-0.018112,4.746236,2.660537,4
99,15.316667,3.729091,6.991075,4
100,7.553566,1.380691,13.214275,5
101,13.517000,8.209364,2.757337,6
102,12.084300,8.018036,3.651612,4
103,14.083873,10.366673,5.286675,5
104,1.673733,0.942385,5.839590,2
105,0.786467,9.576270,6.490788,6
106,7.484767,17.996573,4.445112,6
107,15.085127,10.483027,4.058338,4
108,4.470167,1.137191,3.129525,4
109,3.117966,12.305200,2.701487,5
110,1.101799,15.787554,0.518912,4
111,5.162634,7.829036,5.144425,4
112,4.292100,9.382074,5.053838,3
113,5.271967,8.828073,1.096850,5
114,2.737890,10.691018,1.797750,5
115,3.764167,9.201300,2.051525,4
116,0.226700,17.723100,2.870312,3
117,0.177934,14.745664,6.385725,6
118,6.689001,16.006836,0.992988,5
119,3.977800,16.783844,6.861088,6
120,4.792267,16.376909,13.237282,3
121,1.037934,15.234736,2.320638,6
122,4.263733,12.088900,3.745312,4
123,0.649566,11.313891,6.894432,6
124,7.024467,10.592409,4.131863,3
125,1.880420,14.153027,6.665150,5
126,2.036633,11.174036,0.272063,5
127,5.911410,10.024614,0.232340,5
128,4.986866,11.807073,0.369797,5
129,5.208800,11.614991,6.606042,5
130,5.779267,16.938900,6.590625,6
131,5.086034,15.430724,6.918188,6
132,4.638667,10.096900,6.753725,6
133,5.652433,14.493991,1.199250,6
134,5.130334,15.728994,0.098137,4
135,14.668143,2.492464,4.486788,3
136,2.827367,13.555336,1.598825,6
137,1.026267,15.011300,13.175275,5
138,3.380467,12.088891,0.913648,5
