x_B,P_GPa,k,S_cc_KBI,S_cc0_KBI
0.9,0,1.2685,7.597918e-02,2.110040e-01
0.9,0,1.2886,7.607278e-02,2.110040e-01
0.9,0,1.3087,7.622485e-02,2.110040e-01
0.9,0,1.3289,7.643045e-02,2.110040e-01
0.9,0,1.3490,7.668481e-02,2.110040e-01
0.9,0,1.3691,7.698335e-02,2.110040e-01
0.9,0,1.3893,7.732164e-02,2.110040e-01
0.9,0,1.4094,7.769548e-02,2.110040e-01
0.9,0,1.4295,7.810087e-02,2.110040e-01
0.9,0,1.4497,7.853403e-02,2.110040e-01
0.9,0,1.4698,7.899141e-02,2.110040e-01
0.9,0,1.4899,7.946969e-02,2.110040e-01
0.9,0,1.5101,7.996575e-02,2.110040e-01
0.9,0,1.5302,8.047673e-02,2.110040e-01
0.9,0,1.5503,8.099994e-02,2.110040e-01
0.9,0,1.5705,8.153296e-02,2.110040e-01
0.9,0,1.5906,8.207352e-02,2.110040e-01
0.9,0,1.6107,8.261958e-02,2.110040e-01
0.9,0,1.6309,8.316925e-02,2.110040e-01
0.9,0,1.6510,8.372083e-02,2.110040e-01
0.9,0,1.6711,8.427279e-02,2.110040e-01
0.9,0,1.6913,8.482371e-02,2.110040e-01
0.9,0,1.7114,8.537232e-02,2.110040e-01
0.9,0,1.7315,8.591748e-02,2.110040e-01
0.9,0,1.7517,8.645813e-02,2.110040e-01
0.9,0,1.7718,8.699331e-02,2.110040e-01
0.9,0,1.7919,8.752214e-02,2.110040e-01
0.9,0,1.8121,8.804381e-02,2.110040e-01
0.9,0,1.8322,8.855756e-02,2.110040e-01
0.9,0,1.8523,8.906267e-02,2.110040e-01
0.9,0,1.8725,8.955848e-02,2.110040e-01
0.9,0,1.8926,9.004433e-02,2.110040e-01
0.9,0,1.9128,9.051959e-02,2.110040e-01
0.9,0,1.9329,9.098365e-02,2.110040e-01
0.9,0,1.9530,9.143591e-02,2.110040e-01
0.9,0,1.9732,9.187576e-02,2.110040e-01
0.9,0,1.9933,9.230262e-02,2.110040e-01
0.9,0,2.0134,9.271589e-02,2.110040e-01
0.9,0,2.0336,9.311499e-02,2.110040e-01
0.9,0,2.0537,9.349933e-02,2.110040e-01
0.9,0,2.0738,9.386832e-02,2.110040e-01
0.9,0,2.0940,9.422140e-02,2.110040e-01
0.9,0,2.1141,9.455799e-02,2.110040e-01
0.9,0,2.1342,9.487754e-02,2.110040e-01
0.9,0,2.1544,9.517951e-02,2.110040e-01
0.9,0,2.1745,9.546340e-02,2.110040e-01
0.9,0,2.1946,9.572870e-02,2.110040e-01
0.9,0,2.2148,9.597496e-02,2.110040e-01
0.9,0,2.2349,9.620176e-02,2.110040e-01
0.9,0,2.2550,9.640871e-02,2.110040e-01
0.9,0,2.2752,9.659547e-02,2.110040e-01
0.9,0,2.2953,9.676175e-02,2.110040e-01
0.9,0,2.3154,9.690731e-02,2.110040e-01
0.9,0,2.3356,9.703198e-02,2.110040e-01
0.9,0,2.3557,9.713562e-02,2.110040e-01
0.9,0,2.3758,9.721818e-02,2.110040e-01
0.9,0,2.3960,9.727964e-02,2.110040e-01
0.9,0,2.4161,9.732008e-02,2.110040e-01
0.9,0,2.4362,9.733962e-02,2.110040e-01
0.9,0,2.4564,9.733845e-02,2.110040e-01
0.9,0,2.4765,9.731682e-02,2.110040e-01
0.9,0,2.4966,9.727503e-02,2.110040e-01
0.9,0,2.5168,9.721347e-02,2.110040e-01
0.9,0,2.5369,9.713255e-02,2.110040e-01
0.9,0,2.5570,9.703274e-02,2.110040e-01
0.9,0,2.5772,9.691457e-02,2.110040e-01
0.9,0,2.5973,9.677860e-02,2.110040e-01
0.9,0,2.6174,9.662544e-02,2.110040e-01
0.9,0,2.6376,9.645572e-02,2.110040e-01
0.9,0,2.6577,9.627010e-02,2.110040e-01
0.9,0,2.6779,9.606927e-02,2.110040e-01
0.9,0,2.6980,9.585392e-02,2.110040e-01
0.9,0,2.7181,9.562478e-02,2.110040e-01
0.9,0,2.7383,9.538256e-02,2.110040e-01
0.9,0,2.7584,9.512798e-02,2.110040e-01
0.9,0,2.7785,9.486176e-02,2.110040e-01
0.9,0,2.7987,9.458460e-02,2.110040e-01
0.9,0,2.8188,9.429721e-02,2.110040e-01
0.9,0,2.8389,9.400027e-02,2.110040e-01
0.9,0,2.8591,9.369445e-02,2.110040e-01
0.9,0,2.8792,9.338038e-02,2.110040e-01
0.9,0,2.8993,9.305869e-02,2.110040e-01
0.9,0,2.9195,9.272999e-02,2.110040e-01
0.9,0,2.9396,9.239486e-02,2.110040e-01
0.9,0,2.9597,9.205384e-02,2.110040e-01
0.9,0,2.9799,9.170749e-02,2.110040e-01
0.9,0,3.0000,9.135630e-02,2.110040e-01
0.6,10,0.0000,8.939489e-02,8.939489e-02
0.6,10,0.0201,8.941410e-02,8.939489e-02
0.6,10,0.0403,8.947167e-02,8.939489e-02
0.6,10,0.0604,8.956736e-02,8.939489e-02
0.6,10,0.0805,8.970078e-02,8.939489e-02
0.6,10,0.1007,8.987138e-02,8.939489e-02
0.6,10,0.1208,9.007848e-02,8.939489e-02
0.6,10,0.1409,9.032126e-02,8.939489e-02
0.6,10,0.1611,9.059880e-02,8.939489e-02
0.6,10,0.1812,9.091004e-02,8.939489e-02
0.6,10,0.2013,9.125385e-02,8.939489e-02
0.6,10,0.2215,9.162902e-02,8.939489e-02
0.6,10,0.2416,9.203426e-02,8.939489e-02
0.6,10,0.2617,9.246827e-02,8.939489e-02
0.6,10,0.2819,9.292971e-02,8.939489e-02
0.6,10,0.3020,9.341725e-02,8.939489e-02
0.6,10,0.3221,9.392957e-02,8.939489e-02
0.6,10,0.3423,9.446541e-02,8.939489e-02
0.6,10,0.3624,9.502357e-02,8.939489e-02
0.6,10,0.3826,9.560293e-02,8.939489e-02
0.6,10,0.4027,9.620249e-02,8.939489e-02
0.6,10,0.4228,9.682137e-02,8.939489e-02
0.6,10,0.4430,9.745887e-02,8.939489e-02
0.6,10,0.4631,9.811442e-02,8.939489e-02
0.6,10,0.4832,9.878767e-02,8.939489e-02
0.6,10,0.5034,9.947848e-02,8.939489e-02
0.6,10,0.5235,1.001869e-01,8.939489e-02
0.6,10,0.5436,1.009133e-01,8.939489e-02
0.6,10,0.5638,1.016582e-01,8.939489e-02
0.6,10,0.5839,1.024224e-01,8.939489e-02
0.6,10,0.6040,1.032071e-01,8.939489e-02
0.6,10,0.6242,1.040136e-01,8.939489e-02
0.6,10,0.6443,1.048435e-01,8.939489e-02
0.6,10,0.6644,1.056989e-01,8.939489e-02
0.6,10,0.6846,1.065818e-01,8.939489e-02
0.6,10,0.7047,1.074948e-01,8.939489e-02
0.6,10,0.7248,1.084407e-01,8.939489e-02
0.6,10,0.7450,1.094224e-01,8.939489e-02
0.6,10,0.7651,1.104432e-01,8.939489e-02
0.6,10,0.7852,1.115065e-01,8.939489e-02
0.6,10,0.8054,1.126161e-01,8.939489e-02
0.6,10,0.8255,1.137758e-01,8.939489e-02
0.6,10,0.8456,1.149897e-01,8.939489e-02
0.6,10,0.8658,1.162619e-01,8.939489e-02
0.6,10,0.8859,1.175968e-01,8.939489e-02
0.6,10,0.9060,1.189987e-01,8.939489e-02
0.6,10,0.9262,1.204720e-01,8.939489e-02
0.6,10,0.9463,1.220213e-01,8.939489e-02
0.6,10,0.9664,1.236510e-01,8.939489e-02
0.6,10,0.9866,1.253653e-01,8.939489e-02
0.6,10,1.0067,1.271688e-01,8.939489e-02
0.6,10,1.0268,1.290654e-01,8.939489e-02
0.6,10,1.0470,1.310593e-01,8.939489e-02
0.6,10,1.0671,1.331542e-01,8.939489e-02
0.6,10,1.0872,1.353537e-01,8.939489e-02
0.6,10,1.1074,1.376611e-01,8.939489e-02
0.6,10,1.1275,1.400793e-01,8.939489e-02
0.6,10,1.1477,1.426111e-01,8.939489e-02
0.6,10,1.1678,1.452586e-01,8.939489e-02
0.6,10,1.1879,1.480237e-01,8.939489e-02
0.6,10,1.2081,1.509078e-01,8.939489e-02
0.6,10,1.2282,1.539116e-01,8.939489e-02
0.6,10,1.2483,1.570357e-01,8.939489e-02
0.6,10,1.2685,1.602799e-01,8.939489e-02
0.6,10,1.2886,1.636435e-01,8.939489e-02
0.6,10,1.3087,1.671253e-01,8.939489e-02
0.6,10,1.3289,1.707233e-01,8.939489e-02
0.6,10,1.3490,1.744352e-01,8.939489e-02
0.6,10,1.3691,1.782578e-01,8.939489e-02
0.6,10,1.3893,1.821876e-01,8.939489e-02
0.6,10,1.4094,1.862202e-01,8.939489e-02
0.6,10,1.4295,1.903508e-01,8.939489e-02
0.6,10,1.4497,1.945738e-01,8.939489e-02
0.6,10,1.4698,1.988831e-01,8.939489e-02
0.6,10,1.4899,2.032721e-01,8.939489e-02
0.6,10,1.5101,2.077335e-01,8.939489e-02
0.6,10,1.5302,2.122596e-01,8.939489e-02
0.6,10,1.5503,2.168420e-01,8.939489e-02
0.6,10,1.5705,2.214720e-01,8.939489e-02
0.6,10,1.5906,2.261402e-01,8.939489e-02
0.6,10,1.6107,2.308371e-01,8.939489e-02
0.6,10,1.6309,2.355525e-01,8.939489e-02
0.6,10,1.6510,2.402760e-01,8.939489e-02
0.6,10,1.6711,2.449970e-01,8.939489e-02
0.6,10,1.6913,2.497044e-01,8.939489e-02
0.6,10,1.7114,2.543872e-01,8.939489e-02
0.6,10,1.7315,2.590339e-01,8.939489e-02
0.6,10,1.7517,2.636331e-01,8.939489e-02
0.6,10,1.7718,2.681733e-01,8.939489e-02
0.6,10,1.7919,2.726430e-01,8.939489e-02
0.6,10,1.8121,2.770308e-01,8.939489e-02
0.6,10,1.8322,2.813253e-01,8.939489e-02
0.6,10,1.8523,2.855152e-01,8.939489e-02
0.6,10,1.8725,2.895897e-01,8.939489e-02
0.6,10,1.8926,2.935379e-01,8.939489e-02
0.6,10,1.9128,2.973494e-01,8.939489e-02
0.6,10,1.9329,3.010142e-01,8.939489e-02
0.6,10,1.9530,3.045226e-01,8.939489e-02
0.6,10,1.9732,3.078654e-01,8.939489e-02
0.6,10,1.9933,3.110338e-01,8.939489e-02
0.6,10,2.0134,3.140197e-01,8.939489e-02
0.6,10,2.0336,3.168154e-01,8.939489e-02
0.6,10,2.0537,3.194140e-01,8.939489e-02
0.6,10,2.0738,3.218089e-01,8.939489e-02
0.6,10,2.0940,3.239946e-01,8.939489e-02
0.6,10,2.1141,3.259660e-01,8.939489e-02
0.6,10,2.1342,3.277188e-01,8.939489e-02
0.6,10,2.1544,3.292493e-01,8.939489e-02
0.6,10,2.1745,3.305546e-01,8.939489e-02
0.6,10,2.1946,3.316327e-01,8.939489e-02
0.6,10,2.2148,3.324821e-01,8.939489e-02
0.6,10,2.2349,3.331022e-01,8.939489e-02
0.6,10,2.2550,3.334932e-01,8.939489e-02
0.6,10,2.2752,3.336558e-01,8.939489e-02
0.6,10,2.2953,3.335915e-01,8.939489e-02
0.6,10,2.3154,3.333028e-01,8.939489e-02
0.6,10,2.3356,3.327924e-01,8.939489e-02
0.6,10,2.3557,3.320642e-01,8.939489e-02
0.6,10,2.3758,3.311223e-01,8.939489e-02
0.6,10,2.3960,3.299716e-01,8.939489e-02
0.6,10,2.4161,3.286176e-01,8.939489e-02
0.6,10,2.4362,3.270663e-01,8.939489e-02
0.6,10,2.4564,3.253243e-01,8.939489e-02
0.6,10,2.4765,3.233987e-01,8.939489e-02
0.6,10,2.4966,3.212968e-01,8.939489e-02
0.6,10,2.5168,3.190266e-01,8.939489e-02
0.6,10,2.5369,3.165963e-01,8.939489e-02
0.6,10,2.5570,3.140145e-01,8.939489e-02
0.6,10,2.5772,3.112899e-01,8.939489e-02
0.6,10,2.5973,3.084317e-01,8.939489e-02
0.6,10,2.6174,3.054490e-01,8.939489e-02
0.6,10,2.6376,3.023514e-01,8.939489e-02
0.6,10,2.6577,2.991483e-01,8.939489e-02
0.6,10,2.6779,2.958492e-01,8.939489e-02
0.6,10,2.6980,2.924638e-01,8.939489e-02
0.6,10,2.7181,2.890017e-01,8.939489e-02
0.6,10,2.7383,2.854724e-01,8.939489e-02
0.6,10,2.7584,2.818852e-01,8.939489e-02
0.6,10,2.7785,2.782497e-01,8.939489e-02
0.6,10,2.7987,2.745749e-01,8.939489e-02
0.6,10,2.8188,2.708699e-01,8.939489e-02
0.6,10,2.8389,2.671434e-01,8.939489e-02
0.6,10,2.8591,2.634040e-01,8.939489e-02
0.6,10,2.8792,2.596600e-01,8.939489e-02
0.6,10,2.8993,2.559196e-01,8.939489e-02
0.6,10,2.9195,2.521904e-01,8.939489e-02
0.6,10,2.9396,2.484799e-01,8.939489e-02
0.6,10,2.9597,2.447953e-01,8.939489e-02
0.6,10,2.9799,2.411435e-01,8.939489e-02
0.6,10,3.0000,2.375310e-01,8.939489e-02
0.7,10,0.0000,9.423988e-02,9.423988e-02
0.7,10,0.0201,9.426345e-02,9.423988e-02
0.7,10,0.0403,9.433407e-02,9.423988e-02
0.7,10,0.0604,9.445141e-02,9.423988e-02
0.7,10,0.0805,9.461493e-02,9.423988e-02
0.7,10,0.1007,9.482391e-02,9.423988e-02
0.7,10,0.1208,9.507739e-02,9.423988e-02
0.7,10,0.1409,9.537426e-02,9.423988e-02
0.7,10,0.1611,9.571320e-02,9.423988e-02
0.7,10,0.1812,9.609276e-02,9.423988e-02
0.7,10,0.2013,9.651132e-02,9.423988e-02
0.7,10,0.2215,9.696712e-02,9.423988e-02
0.7,10,0.2416,9.745832e-02,9.423988e-02
0.7,10,0.2617,9.798295e-02,9.423988e-02
0.7,10,0.2819,9.853899e-02,9.423988e-02
0.7,10,0.3020,9.912436e-02,9.423988e-02
0.7,10,0.3221,9.973694e-02,9.423988e-02
0.7,10,0.3423,1.003746e-01,9.423988e-02
0.7,10,0.3624,1.010354e-01,9.423988e-02
0.7,10,0.3826,1.017170e-01,9.423988e-02
0.7,10,0.4027,1.024177e-01,9.423988e-02
0.7,10,0.4228,1.031354e-01,9.423988e-02
0.7,10,0.4430,1.038684e-01,9.423988e-02
0.7,10,0.4631,1.046151e-01,9.423988e-02
0.7,10,0.4832,1.053739e-01,9.423988e-02
0.7,10,0.5034,1.061436e-01,9.423988e-02
0.7,10,0.5235,1.069230e-01,9.423988e-02
0.7,10,0.5436,1.077112e-01,9.423988e-02
0.7,10,0.5638,1.085075e-01,9.423988e-02
0.7,10,0.5839,1.093116e-01,9.423988e-02
0.7,10,0.6040,1.101232e-01,9.423988e-02
0.7,10,0.6242,1.109425e-01,9.423988e-02
0.7,10,0.6443,1.117697e-01,9.423988e-02
0.7,10,0.6644,1.126057e-01,9.423988e-02
0.7,10,0.6846,1.134512e-01,9.423988e-02
0.7,10,0.7047,1.143076e-01,9.423988e-02
0.7,10,0.7248,1.151763e-01,9.423988e-02
0.7,10,0.7450,1.160591e-01,9.423988e-02
0.7,10,0.7651,1.169580e-01,9.423988e-02
0.7,10,0.7852,1.178754e-01,9.423988e-02
0.7,10,0.8054,1.188138e-01,9.423988e-02
0.7,10,0.8255,1.197760e-01,9.423988e-02
0.7,10,0.8456,1.207650e-01,9.423988e-02
0.7,10,0.8658,1.217840e-01,9.423988e-02
0.7,10,0.8859,1.228363e-01,9.423988e-02
0.7,10,0.9060,1.239255e-01,9.423988e-02
0.7,10,0.9262,1.250551e-01,9.423988e-02
0.7,10,0.9463,1.262289e-01,9.423988e-02
0.7,10,0.9664,1.274506e-01,9.423988e-02
0.7,10,0.9866,1.287241e-01,9.423988e-02
0.7,10,1.0067,1.300531e-01,9.423988e-02
0.7,10,1.0268,1.314414e-01,9.423988e-02
0.7,10,1.0470,1.328925e-01,9.423988e-02
0.7,10,1.0671,1.344102e-01,9.423988e-02
0.7,10,1.0872,1.359977e-01,9.423988e-02
0.7,10,1.1074,1.376584e-01,9.423988e-02
0.7,10,1.1275,1.393951e-01,9.423988e-02
0.7,10,1.1477,1.412107e-01,9.423988e-02
0.7,10,1.1678,1.431076e-01,9.423988e-02
0.7,10,1.1879,1.450880e-01,9.423988e-02
0.7,10,1.2081,1.471537e-01,9.423988e-02
0.7,10,1.2282,1.493060e-01,9.423988e-02
0.7,10,1.2483,1.515459e-01,9.423988e-02
0.7,10,1.2685,1.538741e-01,9.423988e-02
0.7,10,1.2886,1.562907e-01,9.423988e-02
0.7,10,1.3087,1.587953e-01,9.423988e-02
0.7,10,1.3289,1.613871e-01,9.423988e-02
0.7,10,1.3490,1.640647e-01,9.423988e-02
0.7,10,1.3691,1.668263e-01,9.423988e-02
0.7,10,1.3893,1.696694e-01,9.423988e-02
0.7,10,1.4094,1.725912e-01,9.423988e-02
0.7,10,1.4295,1.755883e-01,9.423988e-02
0.7,10,1.4497,1.786567e-01,9.423988e-02
0.7,10,1.4698,1.817919e-01,9.423988e-02
0.7,10,1.4899,1.849889e-01,9.423988e-02
0.7,10,1.5101,1.882424e-01,9.423988e-02
0.7,10,1.5302,1.915464e-01,9.423988e-02
0.7,10,1.5503,1.948945e-01,9.423988e-02
0.7,10,1.5705,1.982799e-01,9.423988e-02
0.7,10,1.5906,2.016955e-01,9.423988e-02
0.7,10,1.6107,2.051336e-01,9.423988e-02
0.7,10,1.6309,2.085865e-01,9.423988e-02
0.7,10,1.6510,2.120458e-01,9.423988e-02
0.7,10,1.6711,2.155033e-01,9.423988e-02
0.7,10,1.6913,2.189502e-01,9.423988e-02
0.7,10,1.7114,2.223778e-01,9.423988e-02
0.7,10,1.7315,2.257770e-01,9.423988e-02
0.7,10,1.7517,2.291390e-01,9.423988e-02
0.7,10,1.7718,2.324546e-01,9.423988e-02
0.7,10,1.7919,2.357147e-01,9.423988e-02
0.7,10,1.8121,2.389105e-01,9.423988e-02
0.7,10,1.8322,2.420330e-01,9.423988e-02
0.7,10,1.8523,2.450735e-01,9.423988e-02
0.7,10,1.8725,2.480235e-01,9.423988e-02
0.7,10,1.8926,2.508747e-01,9.423988e-02
0.7,10,1.9128,2.536191e-01,9.423988e-02
0.7,10,1.9329,2.562492e-01,9.423988e-02
0.7,10,1.9530,2.587575e-01,9.423988e-02
0.7,10,1.9732,2.611372e-01,9.423988e-02
0.7,10,1.9933,2.633818e-01,9.423988e-02
0.7,10,2.0134,2.654855e-01,9.423988e-02
0.7,10,2.0336,2.674427e-01,9.423988e-02
0.7,10,2.0537,2.692486e-01,9.423988e-02
0.7,10,2.0738,2.708986e-01,9.423988e-02
0.7,10,2.0940,2.723891e-01,9.423988e-02
0.7,10,2.1141,2.737168e-01,9.423988e-02
0.7,10,2.1342,2.748790e-01,9.423988e-02
0.7,10,2.1544,2.758738e-01,9.423988e-02
0.7,10,2.1745,2.766998e-01,9.423988e-02
0.7,10,2.1946,2.773561e-01,9.423988e-02
0.7,10,2.2148,2.778425e-01,9.423988e-02
0.7,10,2.2349,2.781595e-01,9.423988e-02
0.7,10,2.2550,2.783080e-01,9.423988e-02
0.7,10,2.2752,2.782897e-01,9.423988e-02
0.7,10,2.2953,2.781067e-01,9.423988e-02
0.7,10,2.3154,2.777616e-01,9.423988e-02
0.7,10,2.3356,2.772576e-01,9.423988e-02
0.7,10,2.3557,2.765985e-01,9.423988e-02
0.7,10,2.3758,2.757883e-01,9.423988e-02
0.7,10,2.3960,2.748316e-01,9.423988e-02
0.7,10,2.4161,2.737335e-01,9.423988e-02
0.7,10,2.4362,2.724991e-01,9.423988e-02
0.7,10,2.4564,2.711343e-01,9.423988e-02
0.7,10,2.4765,2.696449e-01,9.423988e-02
0.7,10,2.4966,2.680372e-01,9.423988e-02
0.7,10,2.5168,2.663176e-01,9.423988e-02
0.7,10,2.5369,2.644927e-01,9.423988e-02
0.7,10,2.5570,2.625692e-01,9.423988e-02
0.7,10,2.5772,2.605541e-01,9.423988e-02
0.7,10,2.5973,2.584541e-01,9.423988e-02
0.7,10,2.6174,2.562763e-01,9.423988e-02
0.7,10,2.6376,2.540277e-01,9.423988e-02
0.7,10,2.6577,2.517150e-01,9.423988e-02
0.7,10,2.6779,2.493452e-01,9.423988e-02
0.7,10,2.6980,2.469250e-01,9.423988e-02
0.7,10,2.7181,2.444610e-01,9.423988e-02
0.7,10,2.7383,2.419596e-01,9.423988e-02
0.7,10,2.7584,2.394272e-01,9.423988e-02
0.7,10,2.7785,2.368697e-01,9.423988e-02
0.7,10,2.7987,2.342932e-01,9.423988e-02
0.7,10,2.8188,2.317032e-01,9.423988e-02
0.7,10,2.8389,2.291052e-01,9.423988e-02
0.7,10,2.8591,2.265042e-01,9.423988e-02
0.7,10,2.8792,2.239052e-01,9.423988e-02
0.7,10,2.8993,2.213128e-01,9.423988e-02
0.7,10,2.9195,2.187315e-01,9.423988e-02
0.7,10,2.9396,2.161652e-01,9.423988e-02
0.7,10,2.9597,2.136178e-01,9.423988e-02
0.7,10,2.9799,2.110929e-01,9.423988e-02
0.7,10,3.0000,2.085940e-01,9.423988e-02
0.8,10,0.0000,1.030728e-01,1.030728e-01
0.8,10,0.0201,1.030735e-01,1.030728e-01
0.8,10,0.0403,1.030757e-01,1.030728e-01
0.8,10,0.0604,1.030794e-01,1.030728e-01
0.8,10,0.0805,1.030850e-01,1.030728e-01
0.8,10,0.1007,1.030928e-01,1.030728e-01
0.8,10,0.1208,1.031032e-01,1.030728e-01
0.8,10,0.1409,1.031167e-01,1.030728e-01
0.8,10,0.1611,1.031340e-01,1.030728e-01
0.8,10,0.1812,1.031558e-01,1.030728e-01
0.8,10,0.2013,1.031829e-01,1.030728e-01
0.8,10,0.2215,1.032162e-01,1.030728e-01
0.8,10,0.2416,1.032565e-01,1.030728e-01
0.8,10,0.2617,1.033049e-01,1.030728e-01
0.8,10,0.2819,1.033626e-01,1.030728e-01
0.8,10,0.3020,1.034306e-01,1.030728e-01
0.8,10,0.3221,1.035101e-01,1.030728e-01
0.8,10,0.3423,1.036025e-01,1.030728e-01
0.8,10,0.3624,1.037090e-01,1.030728e-01
0.8,10,0.3826,1.038309e-01,1.030728e-01
0.8,10,0.4027,1.039696e-01,1.030728e-01
0.8,10,0.4228,1.041264e-01,1.030728e-01
0.8,10,0.4430,1.043029e-01,1.030728e-01
0.8,10,0.4631,1.045004e-01,1.030728e-01
0.8,10,0.4832,1.047203e-01,1.030728e-01
0.8,10,0.5034,1.049641e-01,1.030728e-01
0.8,10,0.5235,1.052330e-01,1.030728e-01
0.8,10,0.5436,1.055286e-01,1.030728e-01
0.8,10,0.5638,1.058521e-01,1.030728e-01
0.8,10,0.5839,1.062048e-01,1.030728e-01
0.8,10,0.6040,1.065881e-01,1.030728e-01
0.8,10,0.6242,1.070032e-01,1.030728e-01
0.8,10,0.6443,1.074512e-01,1.030728e-01
0.8,10,0.6644,1.079332e-01,1.030728e-01
0.8,10,0.6846,1.084502e-01,1.030728e-01
0.8,10,0.7047,1.090033e-01,1.030728e-01
0.8,10,0.7248,1.095932e-01,1.030728e-01
0.8,10,0.7450,1.102208e-01,1.030728e-01
0.8,10,0.7651,1.108867e-01,1.030728e-01
0.8,10,0.7852,1.115916e-01,1.030728e-01
0.8,10,0.8054,1.123359e-01,1.030728e-01
0.8,10,0.8255,1.131200e-01,1.030728e-01
0.8,10,0.8456,1.139442e-01,1.030728e-01
0.8,10,0.8658,1.148085e-01,1.030728e-01
0.8,10,0.8859,1.157132e-01,1.030728e-01
0.8,10,0.9060,1.166579e-01,1.030728e-01
0.8,10,0.9262,1.176426e-01,1.030728e-01
0.8,10,0.9463,1.186669e-01,1.030728e-01
0.8,10,0.9664,1.197303e-01,1.030728e-01
0.8,10,0.9866,1.208322e-01,1.030728e-01
0.8,10,1.0067,1.219719e-01,1.030728e-01
0.8,10,1.0268,1.231485e-01,1.030728e-01
0.8,10,1.0470,1.243610e-01,1.030728e-01
0.8,10,1.0671,1.256084e-01,1.030728e-01
0.8,10,1.0872,1.268894e-01,1.030728e-01
0.8,10,1.1074,1.282027e-01,1.030728e-01
0.8,10,1.1275,1.295467e-01,1.030728e-01
0.8,10,1.1477,1.309199e-01,1.030728e-01
0.8,10,1.1678,1.323206e-01,1.030728e-01
0.8,10,1.1879,1.337471e-01,1.030728e-01
0.8,10,1.2081,1.351973e-01,1.030728e-01
0.8,10,1.2282,1.366693e-01,1.030728e-01
0.8,10,1.2483,1.381611e-01,1.030728e-01
0.8,10,1.2685,1.396703e-01,1.030728e-01
0.8,10,1.2886,1.411949e-01,1.030728e-01
0.8,10,1.3087,1.427324e-01,1.030728e-01
0.8,10,1.3289,1.442805e-01,1.030728e-01
0.8,10,1.3490,1.458367e-01,1.030728e-01
0.8,10,1.3691,1.473985e-01,1.030728e-01
0.8,10,1.3893,1.489635e-01,1.030728e-01
0.8,10,1.4094,1.505289e-01,1.030728e-01
0.8,10,1.4295,1.520923e-01,1.030728e-01
0.8,10,1.4497,1.536511e-01,1.030728e-01
0.8,10,1.4698,1.552025e-01,1.030728e-01
0.8,10,1.4899,1.567440e-01,1.030728e-01
0.8,10,1.5101,1.582730e-01,1.030728e-01
0.8,10,1.5302,1.597869e-01,1.030728e-01
0.8,10,1.5503,1.612830e-01,1.030728e-01
0.8,10,1.5705,1.627589e-01,1.030728e-01
0.8,10,1.5906,1.642121e-01,1.030728e-01
0.8,10,1.6107,1.656400e-01,1.030728e-01
0.8,10,1.6309,1.670404e-01,1.030728e-01
0.8,10,1.6510,1.684107e-01,1.030728e-01
0.8,10,1.6711,1.697489e-01,1.030728e-01
0.8,10,1.6913,1.710526e-01,1.030728e-01
0.8,10,1.7114,1.723198e-01,1.030728e-01
0.8,10,1.7315,1.735484e-01,1.030728e-01
0.8,10,1.7517,1.747365e-01,1.030728e-01
0.8,10,1.7718,1.758822e-01,1.030728e-01
0.8,10,1.7919,1.769838e-01,1.030728e-01
0.8,10,1.8121,1.780397e-01,1.030728e-01
0.8,10,1.8322,1.790484e-01,1.030728e-01
0.8,10,1.8523,1.800083e-01,1.030728e-01
0.8,10,1.8725,1.809184e-01,1.030728e-01
0.8,10,1.8926,1.817772e-01,1.030728e-01
0.8,10,1.9128,1.825839e-01,1.030728e-01
0.8,10,1.9329,1.833374e-01,1.030728e-01
0.8,10,1.9530,1.840370e-01,1.030728e-01
0.8,10,1.9732,1.846819e-01,1.030728e-01
0.8,10,1.9933,1.852715e-01,1.030728e-01
0.8,10,2.0134,1.858055e-01,1.030728e-01
0.8,10,2.0336,1.862835e-01,1.030728e-01
0.8,10,2.0537,1.867053e-01,1.030728e-01
0.8,10,2.0738,1.870707e-01,1.030728e-01
0.8,10,2.0940,1.873798e-01,1.030728e-01
0.8,10,2.1141,1.876328e-01,1.030728e-01
0.8,10,2.1342,1.878298e-01,1.030728e-01
0.8,10,2.1544,1.879713e-01,1.030728e-01
0.8,10,2.1745,1.880576e-01,1.030728e-01
0.8,10,2.1946,1.880893e-01,1.030728e-01
0.8,10,2.2148,1.880671e-01,1.030728e-01
0.8,10,2.2349,1.879916e-01,1.030728e-01
0.8,10,2.2550,1.878638e-01,1.030728e-01
0.8,10,2.2752,1.876845e-01,1.030728e-01
0.8,10,2.2953,1.874546e-01,1.030728e-01
0.8,10,2.3154,1.871753e-01,1.030728e-01
0.8,10,2.3356,1.868476e-01,1.030728e-01
0.8,10,2.3557,1.864728e-01,1.030728e-01
0.8,10,2.3758,1.860520e-01,1.030728e-01
0.8,10,2.3960,1.855866e-01,1.030728e-01
0.8,10,2.4161,1.850779e-01,1.030728e-01
0.8,10,2.4362,1.845272e-01,1.030728e-01
0.8,10,2.4564,1.839361e-01,1.030728e-01
0.8,10,2.4765,1.833059e-01,1.030728e-01
0.8,10,2.4966,1.826382e-01,1.030728e-01
0.8,10,2.5168,1.819344e-01,1.030728e-01
0.8,10,2.5369,1.811961e-01,1.030728e-01
0.8,10,2.5570,1.804250e-01,1.030728e-01
0.8,10,2.5772,1.796224e-01,1.030728e-01
0.8,10,2.5973,1.787901e-01,1.030728e-01
