B_index,x_A,y_A,z_A,coordination_B
1,13.630400,1.357206,2.125914,3
2,3.170166,3.356994,5.473772,3
3,9.868378,5.956780,0.857593,3
4,4.288442,6.678531,1.918793,4
5,2.882912,2.706970,7.097528,4
6,13.481678,2.455440,5.048600,2
7,5.369044,0.564169,0.976314,3
8,4.353434,5.582069,6.462421,2
9,12.126090,11.177237,2.699021,2
10,10.389788,11.306881,2.927786,4
11,5.704978,3.122763,8.720679,2
12,9.818272,8.411725,2.333200,3
13,7.388412,6.626701,6.950863,4
14,2.789978,2.185931,2.313607,3
15,8.649378,4.810094,0.746193,4
16,12.386662,3.716419,4.817679,4
17,9.025678,10.058594,0.252707,3
18,1.003490,4.784881,3.000093,2
19,3.880678,2.332094,8.635153,6
20,3.295622,0.083538,4.975814,2
21,13.422044,5.814731,0.362228,3
22,4.617944,5.201437,3.387893,5
23,5.732244,3.114131,5.072079,4
24,12.293969,9.342720,7.982728,3
25,5.923344,2.653625,3.542370,5
26,8.006380,0.776875,8.773535,3
27,11.092831,2.332269,7.144279,4
28,4.656788,10.057837,3.606835,3
29,5.490840,3.921406,2.332121,4
30,9.628750,4.713525,4.449807,3
31,6.764156,8.822594,2.313186,3
32,-0.134034,4.588069,1.557507,2
33,1.493634,6.742463,5.704407,2
34,12.249144,1.609606,8.633773,4
35,11.507756,13.355163,9.546820,4
36,10.788956,6.536651,10.102314,2
37,-0.148222,3.703163,13.704286,2
38,6.754788,1.812256,9.413121,3
39,10.672178,11.777769,8.463121,3
40,8.015712,5.058025,15.294986,4
41,9.135140,3.087269,1.297321,3
42,6.705670,6.773201,5.109040,3
43,8.563412,4.454480,8.810807,2
44,12.792072,3.962288,9.998113,3
45,12.261566,7.399569,1.186686,4
46,9.284844,3.404163,10.016800,3
47,8.514666,3.651525,5.660210,4
48,10.172378,2.355937,11.053328,5
49,6.244788,3.569269,13.348600,4
50,12.972234,0.938175,11.290300,3
51,6.608144,4.232610,14.868465,3
52,9.322370,0.409598,1.683093,4
53,6.182250,0.968569,5.318628,2
54,12.487400,3.102931,6.333307,5
55,6.831288,1.392740,0.613179,2
56,11.031488,5.626470,6.939740,2
57,8.714860,6.125725,16.394572,3
58,9.587672,4.103425,14.381865,3
59,2.370460,3.911163,2.183193,3
60,5.514144,11.607225,8.715414,5
61,8.790144,1.022563,7.283307,2
62,10.062434,12.832800,4.716786,6
63,10.184242,9.896075,5.941321,2
64,9.428430,11.502500,6.013786,5
65,3.614047,8.177344,12.261686,3
66,5.162588,12.922612,3.915986,3
67,9.056478,6.245769,3.760740,2
68,9.077378,11.280006,4.259986,5
69,6.980344,8.407690,6.128707,4
70,1.415888,14.293738,5.187010,3
71,1.075522,8.834369,3.143720,4
72,3.047766,14.085700,8.678221,4
73,12.550888,0.282331,1.064640,5
74,3.667044,12.283161,6.580430,2
75,12.545334,11.655744,5.622621,2
76,13.551800,9.291260,4.973286,2
77,2.991331,9.440006,0.638821,3
78,5.696934,7.444806,2.277030,3
79,13.326488,2.525769,7.604307,4
80,5.148012,6.157688,4.818660,4
81,3.513434,1.606331,10.272914,5
82,9.290678,11.711761,1.159414,3
83,11.307110,3.672537,3.459921,3
84,6.936960,12.744863,2.361060,4
85,2.888478,11.171369,1.074300,2
86,2.654856,7.815863,9.265333,3
87,6.169444,10.913969,0.092107,2
88,8.803988,0.524494,3.390860,5
89,3.607078,6.223344,0.213289,2
90,3.615878,8.686394,4.148086,2
91,9.515312,2.577970,15.246400,3
92,3.654966,10.648906,6.516114,4
93,13.412969,11.550669,1.656360,2
94,9.947420,0.937543,4.343220,3
95,0.200167,0.805369,0.376914,6
96,12.198866,7.275569,2.881510,3
97,3.571288,12.484363,9.394186,5
98,5.941434,9.610263,6.512593,4
99,11.620302,9.734869,10.935707,3
100,4.218612,13.967463,0.209193,3
101,7.396444,7.045563,13.134463,4
102,9.557844,2.460537,6.446540,3
103,7.741634,14.193269,11.978200,4
104,10.685688,2.997369,1.863886,2
105,0.601064,10.288363,2.225193,3
106,4.756056,9.877269,16.147672,5
107,4.099670,0.516669,7.624810,3
108,11.617778,13.386794,5.912514,5
109,6.818556,11.878294,13.808614,3
110,6.548853,11.078341,7.416714,5
111,12.589200,5.211437,6.402686,4
112,6.742878,10.154641,3.500928,3
113,7.044144,8.626744,7.777150,5
114,7.415710,2.940060,4.532014,4
115,9.062066,11.338869,8.987207,4
116,8.757078,13.912169,4.897307,3
117,13.014544,9.063406,9.402765,3
118,12.646944,5.780175,9.826350,3
119,4.285840,12.072875,-0.083172,5
120,6.494460,2.403537,14.794500,3
121,10.923953,14.256100,16.276186,4
122,9.599610,13.680725,12.289113,4
123,1.852490,10.914337,5.847714,2
124,5.679620,13.989969,2.237893,3
125,0.712878,4.871763,12.265872,3
126,3.302966,1.930660,15.717165,4
127,3.014334,1.570637,4.252179,3
128,8.948862,3.619931,11.736200,3
129,0.680412,7.295637,14.682614,2
130,2.853978,10.903341,9.744707,3
131,3.647912,2.880163,12.000403,4
132,7.219634,7.519769,11.546086,5
133,8.120778,11.501375,7.203414,4
134,6.433390,12.776594,15.007486,3
135,0.674356,1.517969,11.731600,2
136,6.162256,6.145101,12.204883,5
137,4.978356,7.787475,9.610314,3
138,1.653266,6.140801,8.746986,2
139,1.116590,8.745869,1.346786,3
140,1.918278,2.277575,10.757386,4
141,11.423100,0.024763,4.746893,3
142,3.418966,4.166475,13.449135,4
143,3.891190,13.919837,12.666186,3
144,3.446797,0.704337,14.204935,4
145,4.984044,0.562063,13.342600,2
146,2.372644,2.850806,9.303572,6
147,5.736580,8.037061,15.302286,3
148,5.221222,6.195970,9.913890,3
149,8.113656,13.085494,1.100535,4
150,1.522320,7.234763,3.825293,2
151,-0.010693,14.186900,2.367290,5
152,10.372912,12.012344,13.077828,3
153,11.466344,12.646406,14.208972,3
154,4.768942,10.950294,9.988630,4
155,10.824356,0.745421,0.687721,4
156,2.946522,3.137890,0.141514,4
157,8.536178,12.370206,10.249686,3
158,13.692458,5.298475,11.069186,3
159,6.167969,8.812094,10.773307,2
160,4.343144,2.557563,1.853807,4
161,0.519956,13.305456,3.762428,2
162,1.128678,3.053706,7.904314,4
163,7.436734,3.004337,12.170128,2
164,5.045378,4.587494,12.791914,5
165,0.601078,6.406006,16.038479,2
166,1.203610,-0.098694,15.740586,4
167,10.910612,5.091175,14.477835,2
168,0.251512,5.965069,6.800714,2
169,2.810188,3.468475,15.035014,4
170,8.110444,5.071569,7.326479,3
171,10.935956,1.973994,16.070807,3
172,11.348012,6.680394,14.058114,3
173,2.393230,13.233569,11.950614,1
174,1.943656,10.391406,11.054253,2
175,7.358912,11.674700,3.574407,3
176,10.824366,6.396088,11.970463,3
177,8.792378,8.542390,8.766607,2
178,11.614744,1.574931,11.945972,4
179,3.022622,10.671606,13.767900,4
180,0.265244,-0.141594,14.158173,2
181,13.515489,10.282300,13.441653,2
182,12.325288,9.525660,12.457643,2
183,11.703134,8.746837,0.081828,3
184,4.958831,11.520306,13.687472,5
185,2.210244,11.499688,14.970900,2
186,12.442366,8.322437,4.072114,2
187,1.674956,0.122537,1.247107,3
188,8.046790,14.005469,10.206765,4
189,2.150510,9.744870,7.238914,2
190,4.342934,9.879294,12.734714,3
191,2.343234,7.287850,13.928586,2
192,5.666856,12.629241,7.390593,3
193,4.264088,11.575525,3.483828,2
194,5.287266,12.551500,10.584133,4
195,2.047722,4.484844,8.574286,3
196,12.437688,13.017269,7.430486,6
197,12.636156,13.968537,13.987786,3
198,4.480034,4.411675,5.177020,5
199,4.168970,11.271563,15.084965,5
200,8.342978,9.139881,1.607321,3
201,2.342134,5.238863,12.102100,2
202,10.558800,9.735737,16.164686,3
203,8.108434,10.817856,14.022000,2
204,8.975332,6.914344,12.356307,3
205,2.039931,8.303363,11.433503,3
206,9.779792,9.779869,3.608186,3
207,4.633812,0.854231,9.199179,5
208,6.713444,5.846737,10.579900,4
209,8.784456,0.612725,12.953279,4
210,0.162856,2.295488,16.137921,2
211,0.249322,11.848994,8.291440,2
212,7.014344,12.773694,11.154973,4
213,7.919156,10.147221,8.203128,5
214,7.600492,13.616500,16.108386,2
215,12.877310,13.095606,10.578486,1
216,2.882990,0.168806,15.762214,4
217,4.167460,8.981030,6.218293,3
218,11.349944,0.089933,8.369363,3
219,9.570366,10.651475,13.360400,3
220,8.089466,1.628070,14.716903,3
221,7.128482,1.285144,3.585728,5
222,10.290856,12.859000,6.842520,5
223,10.856566,7.257137,6.626286,2
224,13.443352,10.083011,15.093407,1
225,7.236066,8.272325,14.390321,2
226,11.046666,8.886263,6.940583,3
227,11.072178,8.225037,14.930258,3
228,4.427482,6.910425,15.613200,2
229,0.758922,-0.054769,7.024230,2
230,12.086844,13.013006,15.766286,3
231,8.151466,1.616631,1.664860,5
232,5.855320,5.769606,2.086707,4
233,-0.158312,8.362063,8.067421,2
234,1.267134,13.349637,8.353614,3
235,0.967269,3.143037,14.998065,3
236,10.146600,0.843063,11.763186,4
237,5.541390,4.973406,11.268807,4
238,12.204600,2.502763,10.152500,5
239,10.452012,6.814663,2.540770,5
240,9.876710,9.654737,11.355879,2
